,Actual_Job_Link,Company_Name,Design_Role,Doctorate,Functional_Area,Industry,Job_Application,Job_Post,Job_Title,Job_View,Key_Skills,Location,Num_Openings,PG,Role_Category,Skill_Experience,UG,min_experience,max_experience,min_salary,max_salary,Job_Title_lower,Position_Rank,Actual_Job_Title,Company_Name_lower,Company,Doc_require,PG_require,UG_require,Location_clean,loc_Bengaluru,loc_Delhi,loc_Mumbai,loc_Hyd,loc_Pune,loc_Kol,loc_Chennai
130,https://www.naukri.com/job-listings-Machine-Learning-Manager-R-python-java-Career-Makers-Hyderabad-6-to-11-years-200917000639,Career Makers,Data Analyst,"Ph.D - Computers, Statistics",Analytics & Business Intelligence,IT-Software  /    Software Services,84,27,Machine Learning Manager - R/python/java,415,"python,r,algorithms,java,machine learning,data analysis,predictive modeling,big data,people management ",Hyderabad,,Any Postgraduate - Any Specialization,Analytics & BI,Please refer to the Job description above,B.Tech/B.E. - Any Specialization,6.0,11.0,,,machine learning manager - r/python/java,mid_level,machine learning,career makers,career makers,Yes,Yes,Yes,Hyderabad,,,,Hyderabad,,,
132,https://www.naukri.com/job-listings-Technical-Lead-Machine-Learning-artificial-Intelligence-Premium-Bengaluru-Hyderabad-6-to-10-years-180817900311,Premium  hiring for Client of Hyrezy Talent Solutions,Team Lead/Technical Lead,Doctorate Not Required,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,24,60,Technical Lead - Machine Learning/artificial Intelligence,946,"Neo4J,Java,Elastic Search,NoSQL,MySQL,NLP,MongoDB,SCALA,Artificial Intelligence,Machine Learning,Technical Lead ","Bengaluru,    Hyderabad",,Any Postgraduate - Any Specialization,Programming & Design,,Any Graduate - Any Specialization,6.0,10.0,,,technical lead - machine learning/artificial intelligence,senior,machine learning,premium  hiring for client of hyrezy talent solutions,client of hyrezy talent solutions,No,Yes,Yes,"Bengaluru,    Hyderabad",Bengaluru,,,Hyderabad,,,
135,https://www.naukri.com/job-listings-Machine-Learning-Programmer-Java-python-Premium-Delhi-NCR-Chennai-Gurgaon-4-to-9-years-140917900329,Premium,Data Analyst,Ph.D,Analytics & Business Intelligence,IT-Software  /    Software Services,15,34,Machine Learning Programmer - Java/python,372,"Deep Learning,Java,Python,Machine Learning,Artificial Intelligence,Bash,Algorithms,Perl,Computer Science ","Delhi NCR,    Chennai,    Gurgaon",,"M.Tech - Any Specialization, MS/M.Sc(Science) - Any Specialization",Analytics & BI,"Education : B.tech (computer science) from Tier -1 /2 institutes (IITs, NITs, BITs, IISc, IIITs etc) is mandatory. MS or M.tech / PhD from reputed institutes only.",B.Tech/B.E. - Computers,4.0,9.0,,,machine learning programmer - java/python,mid_level,machine learning,premium,job consultancy,Yes,Yes,Yes,"Delhi NCR,    Chennai,    Gurgaon",,Delhi NCR,,,,,Chennai
142,https://www.naukri.com/job-listings-Computer-Vision-Machine-Learning-Expert-C-C-Career-Makers-Bengaluru-3-to-6-years-190917006591,Career Makers,System Administrator,Ph.D,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,37,27,Computer Vision/ Machine Learning Expert - C/ C++,429,"C,Deep Learning,C++,Computer Vision,Algorithms,Machine Learning,Software Engineering,Programming,Signal Processing,Software Architecture,Machine Learning Expert ",Bengaluru,,Any Postgraduate - Any Specialization,Admin/Maintenance/Security/Datawarehousing,Please refer to the Job description above,B.Tech/B.E. - Any Specialization,3.0,6.0,,,computer vision/ machine learning expert - c/ c++,mid_level,machine learning,career makers,career makers,Yes,Yes,Yes,Bengaluru,Bengaluru,,,,,,
143,https://www.naukri.com/job-listings-Image-Processing-Engineer-Machine-Learning-algorithm-Career-Makers-Mumbai-3-to-8-years-200917000433,Career Makers,Data Analyst,Ph.D,Analytics & Business Intelligence,IT-Software  /    Software Services,23,27,Image Processing Engineer - Machine Learning/algorithm,257,"Java,Machine Learning,Algorithms,Data Mining,Image Processing,High Performance Computing,Application Development,Team Development,architecture,recognition,Automatic video segmentation ",Mumbai,,"M.Tech - Any Specialization, MCA - Computers",Analytics & BI,Please refer to the Job description above,B.Tech/B.E. - Any Specialization,3.0,8.0,,,image processing engineer - machine learning/algorithm,mid_level,machine learning,career makers,career makers,Yes,Yes,Yes,Mumbai,,,Mumbai,,,,
144,https://www.naukri.com/job-listings-Artificial-Intelligence-Machine-Learning-Manager-EYGBS-India-Private-Limited-Trivandrum-Kochi-10-to-12-years-280817900755,EYGBS (India) Private Limited,Analytics Manager,"Ph.D - Computers, Mechanical, Production/Industrial",Analytics & Business Intelligence,BPO  /    Call Centre  /    ITES,10,51,Artificial Intelligence/ Machine Learning - Manager,825,"Deep Learning,NLP,Neural Networks,B.Tech,Artificial Intelligence,Java,Machine Learning,Python,R ","Trivandrum,    Kochi",,"MS/M.Sc(Science) - Computers, Mechanical Engineering, Industrial & Systems Engineering, MCA - Computers, M.Tech - Computers, Mechanical, Production/Industrial",Analytics & BI,,"B.Tech/B.E. - Computers, Mechanical, Production/Industrial",10.0,12.0,,,artificial intelligence/ machine learning - manager,mid_level,machine learning,eygbs (india) private limited,eygbs (india) private limited,Yes,Yes,Yes,"Trivandrum,    Kochi",,,,,,,
145,https://www.naukri.com/job-listings-Machine-Learning-Expert-BFSI-Premium-Delhi-NCR-Mumbai-Bengaluru-Chennai-8-to-13-years-290917901608,Premium,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,Banking  /    Financial Services  /    Broking,87,14,Machine Learning Expert - BFSI,464,"SAS SQL,Linear Regression,R,Logistic Regression,Predictive Modeling,Advanced Analytics,Statistical Modeling,Text Mining,Machine Learning,SPSS ","Delhi NCR,    Mumbai,    Bengaluru,    Chennai",,"MS/M.Sc(Science) - Statistics, M.A - Economics",Analytics & BI,"MINIMUM REQUIRED QUALIFICATIONS: Masters in Econometrics /Statistics with 2-13 years experience in developing quantitative models. Mathematical and Empirical research experience in one or more domains and or Ph.D with relevant experience GENERAL FOCUS: - Understanding of the issues and future challenges in more than one domain on Analytics (Retail / Banking / Insurance/Travel/Healthcare) by working for a research or consulting company / Financial Services organization - Expert in statistical modelling, Bayesian modelling, data mining, GLM techniques, machine learning, text mining, segmentation/clustering, decision tree modelling and optimization - Demonstrated ability to work with large, complex data sets including time-series/historical data as well as unstructured data COMPETENCIES/SKILLS: - Exposure to one or more tools: SAS, SPSS, @Risk, Matlab, R, SPSS, & Quantum - Advanced proficiency in programming with R,SAS,SQL, Oracle, VBA, Access, Python - Excellent analytical skills and a strong sense for structure and logic. - Ability to build business cases and models using statistics and advanced analytics. - Experience on data mining algorithms - Excellent understanding of data sourcing, integration & management - Experience in analytical model implementation and monitoring - Proven ability to recognize and diagnose issues, work in teams - Interest in keeping abreast of latest developments in the advanced analytics field and support Analytics SME in developing suitable client responses - Worked in Hadoop Map/Reduce, Cassandra, Storm, Apache - Linear Regression, Logistic Regression, Decision Tree, SVM, Naive Bayes, KNN, K-Means, Random Forest",Any Graduate - Any Specialization,8.0,13.0,,,machine learning expert - bfsi,mid_level,machine learning,premium,job consultancy,No,Yes,Yes,"Delhi NCR,    Mumbai,    Bengaluru,    Chennai",Bengaluru,Delhi NCR,Mumbai,,,,Chennai
146,https://www.naukri.com/job-listings-Machine-Learning-Engineer-Blinkware-Technology-Malaysia-2-to-5-years-280917002594,Blinkware Technology,Software Developer,,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,70,20,Machine Learning Engineer,345,"Machine Learning,Deep Learning,Image Processing,Vision Learning,Software Engineer,Machine Learning Engineer ",Malaysia,3.0,"Any Postgraduate - Any Specialization, M.Tech - Any Specialization, Computers",Programming & Design,Please refer to the Job description above,"B.Tech/B.E. - Any Specialization, Computers, Any Graduate - Any Specialization",2.0,5.0,,,machine learning engineer,mid_level,machine learning,blinkware technology,blinkware technology,Yes,Yes,Yes,Malaysia,,,,,,,
147,https://www.naukri.com/job-listings-Data-Engineer-with-Machine-Learning-FeltSo-Startup-Bengaluru-2-to-7-years-270917900449,FeltSo - Startup,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,Internet  /    Ecommerce,32,20,Data Engineer with Machine Learning,302,"natural language processing,machine learning,python,facebook,rest api development,cloud platforms,data engineering ",Bengaluru,,Any Postgraduate - Any Specialization,Analytics & BI,"Desired Skills and ExperiencePython, REST API development, cloud platforms, Data Engineering .",B.Tech/B.E. - Any Specialization,2.0,7.0,,,data engineer with machine learning,mid_level,machine learning,feltso - startup,feltso,No,Yes,Yes,Bengaluru,Bengaluru,,,,,,
149,https://www.naukri.com/job-listings-Engineer-Artificial-Intelligence-NLP-Machine-Learning-Premium-Bengaluru-1-to-5-years-180817901773,Premium  hiring for Hyrezy Talent Solutions,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,IT-Software  /    Software Services,861,60,Engineer - Artificial Intelligence / NLP / Machine Learning,1500,"Engineer,Artificial Intelligence,NLP,Machine Learning,Data Scientist,Algorithm,Data Structure,Scala,GoLang,Java,DynamoDB ",Bengaluru,,Any Postgraduate - Any Specialization,Analytics & BI,"Requirements :- Ability to comprehend research literature and implement them as a working program.- Good at scientific programming languages (Python, Matlab, C++, Fortran, Scala, GoLang) - SCALA/Java/C++ is mandartory- Good grasp of Data structures and Algorithms, Linear Algebra, Differential Calculus, Optimization and Numerical Analysis. Advanced mathmatical knowledge- C++, Artificial Intelligence, RESTful Services, Matlab, Java J2EE, REST, AWS/EC2/ELB/S3/DynamoDB, Machine Learning, Data Science, Python, Perl, R, Hadoop/Hive/Spark/Scala/MLlib, NLPJob Perks - As one of our early employees, we will be looking for you to contribute all across the company with greater ownership and less supervision. Our fast-paced environment with lot of data driven decision-making is suitable for curious, open-minded, collaborative, outcome-focused people.",Any Graduate - Any Specialization,1.0,5.0,,,engineer - artificial intelligence / nlp / machine learning,mid_level,machine learning,premium  hiring for hyrezy talent solutions,hyrezy talent solutions,No,Yes,Yes,Bengaluru,Bengaluru,,,,,,
151,https://www.naukri.com/job-listings-Machine-Learning-Tech-lead-Ekah-Consulting-Delhi-NCR-4-to-6-years-180917005552,Ekah Consulting  hiring for a company into data algorithms and providing insight,Team Lead/Technical Lead,,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,36,28,Machine Learning Tech lead,349,"machine learning,deep learning,python,natural language processing,Data Mining,data analysis,analytics,Predictive Analytics ",Delhi NCR,,M.Tech - Any Specialization,Programming & Design,Please refer to the Job description above,"B.Tech/B.E. - Any Specialization, BCA - Computers",4.0,6.0,2500000.0,3500000.0,machine learning tech lead,senior,machine learning,ekah consulting  hiring for a company into data algorithms and providing insight,a company into data algorithms and providing insight,Yes,Yes,Yes,Delhi NCR,,Delhi NCR,,,,,
152,https://www.naukri.com/job-listings-Big-Data-Architect-Machine-Learning-Mongodb-IIT-Bits-NIT-Premium-Mumbai-5-to-8-years-260917002565,Premium  hiring for A Leading Client of Staffio HR,Software Developer,Doctorate Not Required,"IT Software - DBA   ,     Datawarehousing",IT-Software  /    Software Services,10,22,Big Data Architect - Machine Learning/ Mongodb - IIT/ Bits/ NIT,177,"Core Java,JPA,Hibernate,Spring Framework,Maven,Lucene,Neo4J,Cassandra,NoSQL,Solr ",Mumbai,,Any Postgraduate - Any Specialization,Programming & Design,Please refer to the Job description above,B.Tech/B.E. - Any Specialization,5.0,8.0,,,big data architect - machine learning/ mongodb - iit/ bits/ nit,mid_level,machine learning,premium  hiring for a leading client of staffio hr,a leading client of staffio hr,No,Yes,Yes,Mumbai,,,Mumbai,,,,
155,https://www.naukri.com/job-listings-Team-Manager-Digital-Data-Analytics-Machine-Learning-Premium-Bengaluru-5-to-10-years-220817900274,Premium  hiring for Crescendo Global Services,Analytics Manager,Doctorate Not Required,Analytics & Business Intelligence,IT-Software  /    Software Services,144,57,Team Manager - Digital Data Analytics & Machine Learning,641,"Data Analytics,Analytics,project management,Hadoop,SAP Hana,Spark,Storm,Big Data,R,Python,SAS,SPSS,Java,C++ ",Bengaluru,,"M.Tech - Any Specialization, Computers, MCA - Computers, MS/M.Sc(Science) - Computers",Analytics & BI,"The successful applicant:As a successful applicant, you are someone with:- A graduate /post graduate degree in Engineering or Computer Science with 7 to 12 years of experience in Digital Analytics.- Prior experience in Research & Development and working on Digital Analytics with a good understanding of Manufacturing domain.- Prowess in interpreting results of Machine Learning Techniques like Logistic Regression, Decision Tree, Segmentation, Data visualization, Natural Language Processing (NLP), Text Analytics (LSI/LDA), Web analytics, E- commerce analytics etc.- Proficiency in R, Python, SAS, SPSS, Java or C++.- Prior experience into Big Data Technologies like Hadoop / SAP Hana / Spark / Storm etc. will be preferred.- Flexibility to work from client location (within or outside country)- Exceptional communication skills, leadership and project management skills. What's in for you-- A Meritocratic culture with clear career progression.- Great opportunities for learning in one of the best IT & analytical firms in the country.","B.Tech/B.E. - Any Specialization, Computers, B.Sc - Computers, BCA - Computers",5.0,10.0,,,team manager - digital data analytics & machine learning,mid_level,machine learning,premium  hiring for crescendo global services,crescendo global services,No,Yes,Yes,Bengaluru,Bengaluru,,,,,,
157,https://www.naukri.com/job-listings-Machine-Learning-Expert-Data-Mining-nlp-ABC-Consultants-Bengaluru-10-to-15-years-010917002840,ABC Consultants,Data Analyst,Ph.D,Analytics & Business Intelligence,Internet  /    Ecommerce,35,46,Machine Learning Expert - Data Mining/nlp,357,"C,Natural Language Processing,NLP,C++,Machine Learning,Python,Java,Algorithms,Image Processing,Data Mining ",Bengaluru,,Any Postgraduate - Any Specialization,Analytics & BI,Please refer to the Job description above,B.Tech/B.E. - Any Specialization,10.0,15.0,,,machine learning expert - data mining/nlp,mid_level,machine learning,abc consultants,abc consultants,Yes,Yes,Yes,Bengaluru,Bengaluru,,,,,,
158,https://www.naukri.com/job-listings-Machine-Learning-Expert-Data-Mining-nlp-ABC-Consultants-Bengaluru-5-to-10-years-010917002838,ABC Consultants,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,Internet  /    Ecommerce,47,46,Machine Learning Expert - Data Mining/nlp,415,"C,Natural Language Processing,NLP,C++,Machine Learning,Python,Java,Algorithms,Image Processing,Data Mining ",Bengaluru,,Any Postgraduate - Any Specialization,Analytics & BI,Please refer to the Job description above,B.Tech/B.E. - Any Specialization,5.0,10.0,,,machine learning expert - data mining/nlp,mid_level,machine learning,abc consultants,abc consultants,No,Yes,Yes,Bengaluru,Bengaluru,,,,,,
160,https://www.naukri.com/job-listings-Java-Developer-Backend-Development-Machine-Learning-python-scala-Confidential-Mumbai-3-to-6-years-270317900406,Confidential,Software Developer,,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,10,19,Java Developer - Backend Development - Machine Learning/python/scala,422,"Java,Redis,Solr,Python,SCALA,MySQL,Machine Learning,Object Oriented Design,Jetty,Software Engineering,Tier1,Tier 2 ",Mumbai,,MBA/PGDM - Any Specialization,Programming & Design,,B.Tech/B.E. - Any Specialization,3.0,6.0,,,java developer - backend development - machine learning/python/scala,mid_level,machine learning,confidential,job consultancy,Yes,Yes,Yes,Mumbai,,,Mumbai,,,,
161,https://www.naukri.com/job-listings-Delivery-Manager-Analytics-machine-Learning-AppsTec-ERP-Solutions-Pvt-Ltd-Bengaluru-6-to-10-years-060917900301,AppsTec ERP Solutions Pvt Ltd,Analytics Manager,Doctorate Not Required,Analytics & Business Intelligence,Retail  /    Wholesale,526,41,Delivery Manager - Analytics/machine Learning,855,"SAS,Project Management,R,Marketing Analytics,SQL,Data Analysis,Excel Powerpoint,Statistical Modeling,Logistic Regression,Segmentation ",Bengaluru,,Any Postgraduate - Any Specialization,Analytics & BI,,Any Graduate - Any Specialization,6.0,10.0,,,delivery manager - analytics/machine learning,mid_level,machine learning,appstec erp solutions pvt ltd,appstec erp solutions pvt ltd,No,Yes,Yes,Bengaluru,Bengaluru,,,,,,
162,https://www.naukri.com/job-listings-Manager-Machine-Learning-BFSI-healthcare-Pharma-KPO-HuQuo-Delhi-NCR-Gurgaon-4-to-8-years-200817900055,HuQuo,Analytics Manager,Doctorate Not Required,Analytics & Business Intelligence,Banking  /    Financial Services  /    Broking,59,58,Manager - Machine Learning - BFSI /healthcare/ Pharma /KPO,586,"Machine Learning,R,Neural Networks,Python,Predictive Analytics,Time Series,Algorithms,Big Data,Advanced Analytics,Data Cleansing ","Delhi NCR,    Gurgaon",,Any Postgraduate - Any Specialization,Analytics & BI,Please refer to the Job description above,Any Graduate - Any Specialization,4.0,8.0,,,manager - machine learning - bfsi /healthcare/ pharma /kpo,mid_level,machine learning,huquo,huquo,No,Yes,Yes,"Delhi NCR,    Gurgaon",,Delhi NCR,,,,,
163,https://www.naukri.com/job-listings-Assistant-Manager-Manager-Machine-Learning-Consulting-Firm-HuQuo-Gurgaon-4-to-9-years-060917901235,HuQuo,Analytics Manager,Doctorate Not Required,Analytics & Business Intelligence,Strategy  /    Management Consulting Firms,100,41,Assistant Manager/ Manager - Machine Learning - Consulting Firm,414,"R,Machine Learning,Predictive Analytics,Python,Forecasting,Time Series,Arima,Statistics,Data Extraction,Process Design,statistical testing,regression,GBM,decision Tree,Random Forest,Neural Net ",Gurgaon,,"M.Tech, MS/M.Sc(Science) - Maths, Statistics",Analytics & BI,Education:B.Tech./M.Tech./B.Sc./M.sc. in Mathematics/ Statistics from reputed university/college.,"B.Tech/B.E. - Any Specialization, B.Sc - Maths, Statistics",4.0,9.0,,,assistant manager/ manager - machine learning - consulting firm,junior,machine learning,huquo,huquo,No,Yes,Yes,Gurgaon,,Delhi NCR,,,,,
164,https://www.naukri.com/job-listings-Machine-Learning-Engineer-Python-DoSelect-Bengaluru-3-to-8-years-270917900398,DoSelect,Software Developer,Doctorate Not Required,"IT Software - Embedded   ,     EDA   ,     VLSI   ,     ASIC   ,     Chip Design",IT-Software  /    Software Services,383,20,Machine Learning Engineer - Python,886,"Machine Learning,Python,Data Analysis,Statistics,Data Scientist,Data Modeling ",Bengaluru,,Any Postgraduate - Any Specialization,Programming & Design,,Any Graduate - Any Specialization,3.0,8.0,,,machine learning engineer - python,mid_level,machine learning,doselect,doselect,No,Yes,Yes,Bengaluru,Bengaluru,,,,,,
165,https://www.naukri.com/job-listings-Researcher-Machine-Learning-Data-Mining-java-python-Career-Makers-Chennai-3-to-8-years-190917006955,Career Makers,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,Advertising  /    PR  /    MR  /    Event Management,35,28,Researcher - Machine Learning - Data Mining/java/python,244,"Machine Learning,Python,Java,Data Mining,Online Advertising ",Chennai,,"MS/M.Sc(Science) - Any Specialization, M.Tech - Any Specialization",Analytics & BI,Please refer to the Job description above,"B.Tech/B.E. - Computers, Electrical",3.0,8.0,,,researcher - machine learning - data mining/java/python,mid_level,machine learning,career makers,career makers,No,Yes,Yes,Chennai,,,,,,,Chennai
169,https://www.naukri.com/job-listings-Computer-Vision-machine-Learning-Expert-C-c-Premium-Bengaluru-3-to-6-years-130417002363,Premium  hiring for Career Maker,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,IT-Software  /    Software Services,273,13,Computer Vision/machine Learning Expert - C/c++,1500,"C,Deep Learning,C++,Computer Vision,Algorithms,Machine Learning,Software Engineering,Programming,Signal Processing,Software Architecture ",Bengaluru,,Any Postgraduate - Any Specialization,Analytics & BI,Please refer to the Job description above,Any Graduate - Any Specialization,3.0,6.0,,,computer vision/machine learning expert - c/c++,mid_level,machine learning,premium  hiring for career maker,career maker,No,Yes,Yes,Bengaluru,Bengaluru,,,,,,
170,https://www.naukri.com/job-listings-Machine-Learning-deep-Learning-Developer-Unifie-Startup-Mumbai-4-to-5-years-150917900134,Unifie - Startup,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,Internet  /    Ecommerce,16,32,Machine Learning/deep Learning Developer,292,"Deep Learning,C++,Computer Vision,Opencv,Machine Learning,Python,Cuda,Algorithms,Opengl,Linux ",Mumbai,,Any Postgraduate - Any Specialization,Analytics & BI,,B.Tech/B.E. - Any Specialization,4.0,5.0,,,machine learning/deep learning developer,mid_level,machine learning,unifie - startup,unifie,No,Yes,Yes,Mumbai,,,Mumbai,,,,
171,https://www.naukri.com/job-listings-Machine-Learning-Engineer-Image-Processing-Premium-Chennai-5-to-10-years-010917900597,Premium  hiring for Best Infosystems Ltd.,Software Developer,Doctorate Not Required,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,25,47,Machine Learning Engineer - Image Processing,307,"C,Java EE,C++,Computer Vision,Opencv,MATLAB,Image Processing,Algorithms,Visual Studio,Wicket,Machine Learning Engineer ",Chennai,,Any Postgraduate - Any Specialization,Programming & Design,,Any Graduate - Any Specialization,5.0,10.0,,,machine learning engineer - image processing,mid_level,machine learning,premium  hiring for best infosystems ltd.,best infosystems ltd.,No,Yes,Yes,Chennai,,,,,,,Chennai
173,https://www.naukri.com/job-listings-Machine-Learning-Engineer-Python-Premium-Bengaluru-3-to-8-years-310517900357,Premium,Data Analyst,,Analytics & Business Intelligence,IT-Software  /    Software Services,69,15,Machine Learning Engineer - Python,540,"Data Science,Machine Learning,Python,Predictive Maintenance,Analytics,Algorithms,Time Series ",Bengaluru,,Any Postgraduate - Any Specialization,Analytics & BI,,Any Graduate - Any Specialization,3.0,8.0,,,machine learning engineer - python,mid_level,machine learning,premium,job consultancy,Yes,Yes,Yes,Bengaluru,Bengaluru,,,,,,
174,https://www.naukri.com/job-listings-Machine-Learning-Engineer-Python-Catalyst-Bengaluru-2-to-7-years-190417900143,Catalyst,Data Analyst,,Analytics & Business Intelligence,IT-Software  /    Software Services,1239,15,Machine Learning Engineer - Python,4500,"Data Science,Machine Learning,Python,Predictive Maintenance,Analytics,Algorithms,Time Series ",Bengaluru,,Any Postgraduate - Any Specialization,Analytics & BI,Please refer to the Job description above,Any Graduate - Any Specialization,2.0,7.0,,,machine learning engineer - python,mid_level,machine learning,catalyst,catalyst,Yes,Yes,Yes,Bengaluru,Bengaluru,,,,,,
178,https://www.naukri.com/job-listings-Manager-Machine-Learning-Ensemble-Modeling-Classification-Premium-Bengaluru-9-to-14-years-310517900998,Premium,Analytics Manager,,Analytics & Business Intelligence,IT-Software  /    Software Services,127,15,Manager - Machine Learning - Ensemble Modeling/ Classification,588,"Machine Learning,Python,Java,Data Structures,Algorithms,C++,signal processing,engineering management ",Bengaluru,,"MS/M.Sc(Science) - Electrical Engineering, Computers, M.Tech - Electrical, Computers",Analytics & BI,"Ideal CandidateAn ideal candidate will have:- Deep knowledge of statistical and machine learning approaches and problem domains- Proven success with multiple ML classification projects (research papers, kaggle, open source implementations, etc.)- A proven track record managing a team of engineers, and academic and/or industry experience in fields related to machine learning and signal processing- 2+ years of engineering management experience- Computer Science or EE background (MS or BS) with strong coding ability and familiarity with Java, C++ or other OOP language (You will not be doing production-level coding but you will need to build some prototypes/tools for experiments.)- Expertise in one or more specific areas of research: neural nets/deep learning, signal processing or digital imaging, ensemble learning and system identification- Research-minded, ability to run experiments independently and present results to leadership- Comfortable working in a terminal environment, writing scripts (Bash/Python) to process data- Experience in mobile or other consumer electronic devices- Solid communication skillsSkills & Requirements:-- Machine Learning / Deep Learning (expert)- Ensemble Modeling/Classification (proficient)- Engineering Management (expert)- Experimental Design (expert)- Python (expert)- Signal Processing (familiar)- Java (familiar)- C (familiar)- Data Structures and Algorithms (familiar)","B.Tech/B.E. - Computers, Electrical",9.0,14.0,,,manager - machine learning - ensemble modeling/ classification,mid_level,machine learning,premium,job consultancy,Yes,Yes,Yes,Bengaluru,Bengaluru,,,,,,
179,https://www.naukri.com/job-listings-Researcher-Machine-Learning-Data-Mining-Java-Python-Premium-Chennai-3-to-8-years-041017901340,Premium  hiring for A Leading Client of Career Maker,Software Developer,Doctorate Not Required,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,19,14,Researcher - Machine Learning - Data Mining/ Java/ Python,234,"machine learning,python,java,data mining,online advertising ",Chennai,,Any Postgraduate - Any Specialization,Programming & Design,,Any Graduate - Any Specialization,3.0,8.0,,,researcher - machine learning - data mining/ java/ python,mid_level,machine learning,premium  hiring for a leading client of career maker,a leading client of career maker,No,Yes,Yes,Chennai,,,,,,,Chennai
180,https://www.naukri.com/job-listings-AVP-VP-SVP-Data-Sciences-Machine-Learning-Artificial-Intelligence-Premium-Bengaluru-12-to-22-years-040917901102,Premium  hiring for A Leading Client of Paddy Dove,Head/VP/GM - Analytics & BI,Ph.D - Computers,Analytics & Business Intelligence,Banking  /    Financial Services  /    Broking,140,44,AVP/ VP/ SVP- Data Sciences- Machine Learning/ Artificial Intelligence,830,"channel management,business development,text analytics,sas,vp,r,distribution system,machine learning,deep learning,natural language processing,analytics,data scientist,data science,big data,python ",Bengaluru,,Any Postgraduate - Any Specialization,Senior Management,,Any Graduate - Any Specialization,12.0,22.0,,,avp/ vp/ svp- data sciences- machine learning/ artificial intelligence,mid_level,data scientist,premium  hiring for a leading client of paddy dove,a leading client of paddy dove,Yes,Yes,Yes,Bengaluru,Bengaluru,,,,,,
181,https://www.naukri.com/job-listings-Senior-Computer-Scientist-Machine-Learning-Premium-Bengaluru-2-to-7-years-180817901797,Premium,Data Analyst,Ph.D - Computers,Analytics & Business Intelligence,IT-Software  /    Software Services,178,60,Senior Computer Scientist - Machine Learning,748,"C,Computer Vision,Deep Learning,Image Processing,C++,Machine Learning,MATLAB,Python,Algorithms,Java ",Bengaluru,,M.Tech - Computers,Analytics & BI,"What we are looking for : - Hands on experience along with a strong understanding of foundational algorithms in either machine learning, computer vision or deep learning. Prior experience of applying these techniques on images and videos would be good-to-have. - Hands on experience in building and implementing advanced statistical analysis and machine learning and data mining algorithms. - Programming experience in C, C++, Python, Java, R or Mat lab What should you have : - 3 - 5 years of relevant experience in solving problems using machine learning or computer vision - Bachelor degree or Master degree or PhD in computer science or related fields. - Be an innovative and creative thinker, somebody who is not afraid to try something new and inspire others to do so. - Thrive in a fast-paced and fun environment. - Work with a bunch of data scientist nerds and disruptors striving for a big cause.",B.Tech/B.E. - Computers,2.0,7.0,,,senior computer scientist - machine learning,senior,data scientist,premium,job consultancy,Yes,Yes,Yes,Bengaluru,Bengaluru,,,,,,
182,https://www.naukri.com/job-listings-Director-Data-Science-Premium-Anywherein-India-10-to-15-years-181017900076,Premium  hiring for Rinalytics Advisors,"Permanent Job, Full Time",Ph.D,Top Management,KPO  /    Research  /    Analytics,10,0,Director - Data Science,14,"text mining,machine learning,data science,data mining,statistical modeling,predictive modeling,artificial intelligence,big data,operations research,director ",Anywherein India,,Any Postgraduate - Any Specialization,CEO/MD/Director,,Any Graduate - Any Specialization,10.0,15.0,,,director - data science,mid_level,data scientist,premium  hiring for rinalytics advisors,rinalytics advisors,Yes,Yes,Yes,Anywherein India,,,,,,,
183,https://www.naukri.com/job-listings-Lead-Analyst-Machine-Learning-Predictive-Analytics-Best-IT-Quest-Pvt-Ltd-Bengaluru-Gurgaon-8-to-13-years-110817003310,Best IT Quest Pvt. Ltd  hiring for US$ 20bn Telecom Multinational,Analytics Manager,,Analytics & Business Intelligence,IT-Software  /    Software Services,650,42,Lead Analyst - Machine Learning/ Predictive Analytics,1402,"Predictive Modeling,Statistical Modeling,Machine Learning,ML,Logistic regression,Predict,predicition,SVM,random forest ","Bengaluru,    Gurgaon",,"MCA - Computers, M.Tech - Any Specialization, MS/M.Sc(Science) - Any Specialization, M.A - Any Specialization, Economics, Statistics",Analytics & BI,Please refer to the Job description above,B.Tech/B.E. - Any Specialization,8.0,13.0,,,lead analyst - machine learning/ predictive analytics,senior,machine learning,best it quest pvt. ltd  hiring for us$ 20bn telecom multinational,us$ 20bn telecom multinational,Yes,Yes,Yes,"Bengaluru,    Gurgaon",Bengaluru,Delhi NCR,,,,,
