,Company_Name,Design_Role,Experience,Functional_Area,Industry,Job_Application,Job_Link,Job_Post,Job_Title,Job_View,Key_Skills,Location,Num_Openings,Role_Category,Salary,SalaryI,Skill_Experience
0,Wissen Infotech Pvt. Ltd.,"Permanent Job, Full Time",5 - 8 yrs,Other,IT-Software  /    Software Services,56,https://www.naukri.com/job-listings-AI-Scientist-Wissen-Infotech-Pvt-Ltd-Bengaluru-Marathahalli-5-to-8-years-111017002270?src=nfl&sid=150824249339&xp=1,Posted 6 days ago,AI Scientist,498,Data Scientist ,Bengaluru(Marathahalli),,Other,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
1,Shell India Markets Private Limited,Data Analyst,12 - 14 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Tacit-DDC-Lead-Data-Scientist-Shell-India-Markets-Private-Limited-Bengaluru-12-to-14-years-171017901222?src=jobsearchDesk&sid=150824249339&xp=2,Posted Just Now,Tacit- DDC- Lead Data Scientist,Less than 10,"data science,data analytics,agile,machine learning,lean,execution,project management,customer satisfaction,analytical ability,R,Python,MatLab,SAS ",Bengaluru,Openings: 1,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Requirements:	Skills & Requirements:    Bachelor or master degree in statistics, mathematics, theoretical science, operational research or computer science    MBA/ PHD in relevant domain is strongly preferred    Experience- 12+ years    Significant experience in data science delivery in a corporate environment    Must have strong technical skills and direct, hands-on experience of developing advanced analytics algorithms/models.    Skilled in analytics    Skilled in data design integrity    Skilled in value exploitation    Awareness of lifecycle and data management is desirable    Awareness of information and data strategy and governance is desirable    Commercial skills are an advantage.    Have strong interpersonal, communication, facilitation and presentation skills. Is experienced in communicating with business at all levels.                                                                                                                                                                                            Job Experience Requirements:Candidates for the position should have experience in the delivery of analytics solutions within business or industry.Position requires business knowledge of:     Hands-on code development (R, Python, MatLab, SAS).    Use of advanced analytics technology in the context of application deployment    Expertise in data source extraction (ETL) is also strongly preferable (HANA, SQL, Oracle, SharePoint, Hadoop, Spark)Job Competence Requirements:These are maximum requirements so room should be allowed for in-role development.I&D Value Exploitation: SkillI&D Strategy & Governance: SkillI&D Design Integrity:SkillI&D Lifecycle & Quality Management:KnowledgeI&D Business Analytics: Mastery."
2,Brillio Technologies Pvt. Ltd,Research Scientist,2 - 5 yrs,"Medical   ,     Healthcare   ,     R&D   ,     Pharmaceuticals   ,     Biotechnology",IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Data-Scientist-Brillio-Technologies-Pvt-Ltd-Bengaluru-2-to-5-years-161017902217?src=jobsearchDesk&sid=150824249339&xp=3,Posted Few Hours Ago,Data Scientist,37,"Analytics,Data analysis,Python,Visualization,Algorithms,Text mining,Analytical techniques,big data,Business Executive,SAS SQL ",Bengaluru,,R&D,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
3,Adecco India Private Limited,Data Analyst,3 - 5 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,711,https://www.naukri.com/job-listings-Data-Scientist-Adecco-India-Private-Limited-Pune-3-to-5-years-310717006501?src=jobsearchDesk&sid=150824249339&xp=4,Posted Few Hours Ago,Data Scientist,1154,"SAS SQL,R,Python,Excel,Analytics,Data Manipulation,Verbal Communication,Solution Design ",Pune,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
4,GoPaisa Netventures Pvt Ltd,Database Architect/Designer,3 - 5 yrs,"IT Software - eCommerce   ,     Internet Technologies",Internet  /    Ecommerce,Less than 10,https://www.naukri.com/job-listings-Data-Scientist-GoPaisa-Netventures-Pvt-Ltd-New-Delhi-Jasola-3-to-5-years-161017900264?src=jobsearchDesk&sid=150824249339&xp=5,Posted 1 day ago,Data Scientist,97,"mysql,solr,git,web technologies,performance tuning,data scientist,data Structure,design,databases,Linux,agile ","New Delhi,    Jasola",,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Qualification	-B-Tech , MCA , M-Tech"
5,Adecco India Private Limited,Data Analyst,3 - 8 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,433,https://www.naukri.com/job-listings-Urgent-Opening-for-Data-Scientist-sas-Mumbai-Adecco-India-Private-Limited-Mumbai-3-to-8-years-090817020498?src=jobsearchDesk&sid=150824249339&xp=6,Posted Few Hours Ago,Job | Urgent Job Opening for Data Scientist (sas) - Mumbai,934,"Statistical Simulation,Regression Modeling,predictive modelling,statistical simulation,regression analytics,predictive analytics,regression modelling,data science,statistics modelling,strategic planning ",Mumbai,,Analytics & BI,"INR  5,00,000 - 15,00,000 P.A.","5,00,000 - 15,00,000 P.A.",Please refer to the Job description above
6,Pykih Data Intelligence Private Limited,Software Developer,5 - 10 yrs,IT Software - Other,IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Sr-Data-Scientist-Pykih-Data-Intelligence-Private-Limited-Ahmedabad-5-to-10-years-161017005627?src=jobsearchDesk&sid=150824249339&xp=8,Posted 1 day ago,Sr. Data Scientist,166,"Senior Data Scientist,Data Scientist ",Ahmedabad,Openings: 1,Programming & Design,"INR  8,00,000 - 14,00,000 P.A.","8,00,000 - 14,00,000 P.A.",Please refer to the Job description above
7,xtLytics,DBA,5 - 10 yrs,"IT Software - DBA   ,     Datawarehousing",IT-Software  /    Software Services,33,https://www.naukri.com/job-listings-Data-Scientist-SQL-Hive-Pig-xtLytics-Delhi-NCR-Noida-5-to-10-years-131017901845?src=jobsearchDesk&sid=150824249339&xp=9,Posted 4 days ago,Data Scientist - SQL/ Hive/ Pig,206,"Hive,Data Science,Machine Learning,R,SQL,Data Mining,Data Visualization,Algorithms,Data Collection,Communication Skills ","Delhi NCR,    Noida",,Admin/Maintenance/Security/Datawarehousing,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Education- A Bachelor's degree in a quantitative discipline, example Engineering, Mathematics, Statistics, etc. (Tier-1 is preference).Work Experience- A minimum of 5 Year fulltime work experience is required.Location: Noida"
8,Premium,Data Analyst,5 - 9 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Data-Scientist-It-internet-online-Premium-Delhi-NCR-Gurgaon-5-to-9-years-161017902522?src=jobsearchDesk&sid=150824249339&xp=10,Posted 1 day ago,Data Scientist - It/internet/online,143,"Hive,HBase,NoSQL,Pig,Cassandra,Big Data,SQL,Machine Learning,Data Science,MongoDB ","Delhi NCR,    Gurgaon",,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Reporting To - Department Head Qualification - B.Tech or M.Tech Local candidates from NCR region will be preferred. Prior Work Experience : - Should have 5 to 9 yrs of experience - Should have minimum 3 years of experience as a Data Scientist
9,Kafal Software,Data Analyst,4 - 9 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,28,https://www.naukri.com/job-listings-Data-Scientist-R-Statistical-Modelling-IIT-NIT-Kafal-Software-Delhi-NCR-4-to-9-years-131017901840?src=jobsearchDesk&sid=150824249339&xp=11,Posted 4 days ago,Data Scientist - R/ Statistical Modelling - IIT/ NIT,227,"Data Analysis,Data Mining,R,Statistical Modeling,Machine Learning,Advanced Analytics,Excel,Business Intelligence,Hadoop,Open Source ",Delhi NCR,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,IITs and NITs preferred
10,Premium  hiring for Client of Elements Manpower Solutions,Analytics Manager,7 - 10 yrs,Analytics & Business Intelligence,BPO  /    Call Centre  /    ITES,Less than 10,https://www.naukri.com/job-listings-SDM-BPS-Analytics-data-Scientist-BPO-Premium-Hyderabad-7-to-10-years-161017900934?src=jobsearchDesk&sid=150824249339&xp=12,Posted 1 day ago,SDM - BPS Analytics/data Scientist - BPO,126,"R,Pattern Recognition,SAS,Web Analytics,Digital Marketing,Linear Regression,Data Analysis,Predictive Modeling,Machine Learning,Contact Center ",Hyderabad,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
11,Mississippi Consultants,Data Analyst,5 - 10 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,235,https://www.naukri.com/job-listings-Data-Scientist-R-Python-with-Machine-Learning-Expert-Pune-Mississippi-Consultants-Pune-5-to-10-years-080917006060?src=jobsearchDesk&sid=150824249339&xp=13,Posted 1 day ago,Data Scientist R & Python with Machine Learning Expert @ Pune,857,"r,python,Machine Learning ",Pune,Openings: 10,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
12,ManpowerGroup Services India Private Limited  hiring for One of the leading Internet/ecommerce Companies,Data Analyst,10 - 20 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,173,https://www.naukri.com/job-listings-Data-Scientist-Sr-Level-ICs-ManpowerGroup-Services-India-Private-Limited-Bengaluru-10-to-20-years-300917001477?src=jobsearchDesk&sid=150824249339&xp=14,Posted 1 day ago,Data Scientist (Sr. Level ICs),1103,"Demand Forecasting,Time Series,Statistical Analysis,Supply Chain,Data Science,Fraud Detection,Key Skills ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
13,CA (India) Technologies Private Limited,Team Lead/Technical Lead,7 - 12 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,29,https://www.naukri.com/job-listings-Principal-Data-Scientist-IIT-NIT-CA-India-Technologies-Private-Limited-Hyderabad-7-to-12-years-111017002473?src=jobsearchDesk&sid=150824249339&xp=15,Posted 6 days ago,Principal Data Scientist - IIT / NIT,374,"Java,Product Sales,Software Development,Artificial Intelligence,MS SQL,Operating Systems,Software Engineering,Software Design,Machine Learning,Product Management ",Hyderabad,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
14,Crescendo Global Services,Analytics Manager,1 - 5 yrs,Analytics & Business Intelligence,Insurance,88,https://www.naukri.com/job-listings-Analyst-Data-Scientist-Insurance-1-4-5-Years-Crescendo-Global-Services-Mumbai-1-to-5-years-141017002596?src=jobsearchDesk&sid=150824249339&xp=16,Posted 1 day ago,Analyst Data Scientist Insurance (1-4.5 Years),423,"Text Mining,Natural Language Processing,R,Data Science,Machine Learning,Artificial Intelligence,Python,Data Mining,Statistical Modeling,Advanced Analytics ",Mumbai,,Analytics & BI,"INR  3,00,000 - 8,00,000 P.A.","3,00,000 - 8,00,000 P.A.",Please refer to the Job description above
15,Boston Software Consultants India Pvt. Ltd.,Database Architect/Designer,5 - 10 yrs,"IT Software - Application Programming   ,     Maintenance",Banking  /    Financial Services  /    Broking,74,https://www.naukri.com/job-listings-Opening-for-Data-Scientist-sr-data-Analyst-Gurgaon-Boston-Software-Consultants-India-Pvt-Ltd-Gurgaon-5-to-10-years-101017006341?src=jobsearchDesk&sid=150824249339&xp=17,Posted 7 days ago,Opening for Data Scientist/sr.data Analyst- Gurgaon,411,"Predictive Modeling,R,Python,Big Data,spark,bigdata tools,banking,financial services,insurance ",Gurgaon,Openings: 9,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
16,Unnati  hiring for Hyperlocal Data Provider,Data Analyst,3 - 7 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,153,https://www.naukri.com/job-listings-Data-Scientist-Global-Artificial-Intelligence-Company-Bangalore-Unnati-Bengaluru-3-to-7-years-101017004015?src=jobsearchDesk&sid=150824249339&xp=18,Posted 7 days ago,Data Scientist | Global Artificial Intelligence Company | Bangalore,623,"Data Wrangling,Munging,Python,Java,R,Clojure,Logistic Regression,Predictive Analytics,Data Analytics,Data Science,Stochastic Process,ML Models,Data Mining,Combinatorial Optimization,Apache Spark,Bootstrap,Mahout ",Bengaluru,Openings: 1,Analytics & BI,"INR  15,00,000 - 30,00,000 P.A.","15,00,000 - 30,00,000 P.A.","PhD/Masters in DS/Mathematics/Analytics preferredTechnology geek with about 3 to 7 years of core Data Science experienceFamiliar with Model development lifecycle, data wrangling/munging in Python, Java, R, ClojureExpert Knowledge in basic probability/stats, stochastic processes, p-values and moreHigh level of proficiency in Basic ML models - NaiveBayes, Logistic Regression, SVM - Classifier development, Clustering, basic matrix ops - MF, PCA and moreProven expertise in Numerical analysis, Optimization, Linear/Non-linear/Integer programming, Statistics, Combinatorial optimization is a great add onFamiliarity with R, Apache Spark, Mahout is a plusAbility to write code for model building and bootstrap, test and own models through their lifecycle"
17,Bundl Technologies Pvt Ltd,Data Analyst,3 - 6 yrs,Analytics & Business Intelligence,BPO  /    Call Centre  /    ITES,16,https://www.naukri.com/job-listings-Senior-Data-Scientist-Bundl-Technologies-Pvt-Ltd-Bengaluru-3-to-6-years-131017900903?src=jobsearchDesk&sid=150824249339&xp=20,Posted 4 days ago,Senior Data Scientist,217,"Data Science,Data Scientist,Python,R,Spark,machine learning,statistics ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"What are we looking for?An ideal candidate should have strong depth and breadth of knowledge in different areas of machine learning, statistics as well as reasonable programming skills. Other desired skills and traits are:- Strong fundamentals in machine learning, general statistics and data science principles- Excellent problem solving skills, with ability to communicate even complex ideas in succinct manner- Strong work ethics like sense of collaboration and ownership, result orientation, being team player- Proficiency in Python, R, Spark or related tools used from data handling to modelling to implementing  Knowledge of statistical concepts related to data driven design like multivariate testing, DOEs- Experience in developing and implementing models/ algorithms in ecommerce/ consumer mobile app environment a plus- Previous experience in start-ups preferred- Masters or equivalent degree in Computer Science or Mathematics or Statistics, Applied Mathematics, or a related field with 1-5 yrs. experience or Bachelors with 2-6 yrs. experience in data sciences"
18,SAP India Pvt.Ltd,Team Lead/Technical Lead,5 - 10 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,11,https://www.naukri.com/job-listings-Senior-Data-Scientist-SAP-India-Pvt-Ltd-Bengaluru-5-to-10-years-121017901778?src=jobsearchDesk&sid=150824249339&xp=21,Posted 5 days ago,Senior Data Scientist Job,247,"Database,Scientific,ERP,Engineer,Embedded,Engineering,Technology ",Bengaluru,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"M. S.  or Ph. D.  in Computer Science, Applied Mathematics, Statistics or related field  5 years professional experience in statistical modeling, machine learning, or data mining practice  SAP'S DIVERSITY COMMITMENT"
19,ColorTokens Inc,Data Analyst,7 - 10 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,27,https://www.naukri.com/job-listings-Data-Scientist-Nlp-big-Data-spark-ColorTokens-Inc-Bengaluru-7-to-10-years-121017900911?src=jobsearchDesk&sid=150824249339&xp=22,Posted 4 days ago,Data Scientist - Nlp/big Data/spark,324,"Python,Algorithms,Javascript,MongoDB,C++,SAS,Cassandra,SCALA,R,MATLAB,Data Scientist ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
20,IBM India Pvt. Limited,Bio/Pharma Informatics-Associate/Scientist,3 - 6 yrs,"Medical   ,     Healthcare   ,     R&D   ,     Pharmaceuticals   ,     Biotechnology",IT-Software  /    Software Services,25,https://www.naukri.com/job-listings-Data-Scientist-IBM-India-Pvt-Limited-Bengaluru-3-to-6-years-111017900841?src=jobsearchDesk&sid=150824249339&xp=23,Posted 5 days ago,Data Scientist,261,"Python,SAS,Algorithms,Agile,Online marketing,Service,Consulting,Analytics,Data analysis,Healthcare ",Bengaluru,,R&D,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
21,Molecular connections,Software Developer,4 - 5 yrs,"IT Software - Embedded   ,     EDA   ,     VLSI   ,     ASIC   ,     Chip Design",IT-Software  /    Software Services,63,https://www.naukri.com/job-listings-Senior-Data-Scientist-Text-Mining-Molecular-connections-Bengaluru-4-to-5-years-111017900528?src=jobsearchDesk&sid=150824249339&xp=24,Posted 5 days ago,Senior Data Scientist - Text Mining,429,"machine learning,natural language processing,text mining,r,artificial intelligence,data analytics,data scientist,data management,visualization,nlp,OpenNLP,LingPipe,UIMA,Solr,Lucene,MALLET,KNIME ",Bengaluru,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
22,HuQuo,Data Analyst,2 - 5 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,60,https://www.naukri.com/job-listings-Data-Scientist-Python-BFS-HuQuo-Delhi-NCR-Gurgaon-2-to-5-years-101017901328?src=jobsearchDesk&sid=150824249339&xp=26,Posted 5 days ago,Data Scientist - Python - BFS,430,"Python,Text Mining,Data Structures ","Delhi NCR,    Gurgaon",,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
23,Xebia IT Architects India Pvt Ltd,Data Analyst,8 - 10 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,54,https://www.naukri.com/job-listings-Data-Scientist-Xebia-IT-Architects-India-Pvt-Ltd-Bengaluru-8-to-10-years-101017900245?src=jobsearchDesk&sid=150824249339&xp=27,Posted 7 days ago,Data Scientist,350,"text mining,data mining,analytics,big data,technology solutions,continuous improvement,elastic search,subject matter expertise,web technologies,Data Scientist ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Skills we're looking for    Expertise with one of the following scripting languages;    Python, R, Knime, Mat-lab, Java, Mat-lab/Octave    OpenNLP, WordNet, NLTK    Hadoop ecosystem, H2o, elastic search, spark    Tech savy and willing to work with open-Source Tools    Proven track record and experience with statistical modeling/data mining algorithms such as    Multivariate Regression, Logistic Regression, clustering algorithms, Support Vector Machines, Decision Trees etc    Machine learning, deep learning and graph mining.    DOE, Forecasting, Segmentation, Uncertainty Analysis etc.    Data Mining i.e. Text Mining, Classification Methods  SVM, NN, etc    Vector Space model for Unstructured Text    Sentiment Analysis, Association Mining    Human computer interaction  speech, voice, emotions, etc.Experience: 8-10 years with 2+ years of MS or PhDMultiple positions: banking domain, fintech, automotive, retail, e-commerce, airlines."
24,DECISIVEDGE TECHNOLOGY SERVICES INDIA PVT LTD,Other,2 - 4 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,81,https://www.naukri.com/job-listings-Data-Scientist-DECISIVEDGE-TECHNOLOGY-SERVICES-INDIA-PVT-LTD-Pune-2-to-4-years-101017001762?src=jobsearchDesk&sid=150824249339&xp=28,Posted 7 days ago,Data Scientist,275,"text mining,data science,sas,data mining,machine learning,analytics,statistics,statistical programming,financial services,bfsi,banking,financial ",Pune,Openings: 2,Other,"INR  8,50,000 - 10,00,000 P.A.","8,50,000 - 10,00,000 P.A.",Please refer to the Job description above
25,UNIFY TECHNOLOGIES PVT LTD,Software Developer,2 - 6 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,766,https://www.naukri.com/job-listings-Unify-Urgent-Requirement-Data-Scientist-Gurugram-UNIFY-TECHNOLOGIES-PVT-LTD-Gurgaon-2-to-6-years-070817000721?src=jobsearchDesk&sid=150824249339&xp=30,Posted 4 days ago,Unify Urgent Requirement Data Scientist Gurugram,1500+,"Hive,Hadoop,Sqoop,Flume,Oozie,Pig,HBase,Spark,SCALA,Big Data ",Gurgaon,,Programming & Design,"INR  4,00,000 - 9,00,000 P.A.","4,00,000 - 9,00,000 P.A.",Please refer to the Job description above
26,Bebo Technologies Pvt Ltd.,Software Developer,4 - 8 yrs,IT Software - Other,IT-Software  /    Software Services,15,https://www.naukri.com/job-listings-Urgently-Hiring-for-Data-Scientist-Bebo-Technologies-Pvt-Ltd-Chandigarh-4-to-8-years-121017006738?src=jobsearchDesk&sid=150824249339&xp=32,Posted 5 days ago,Urgently Hiring for Data Scientist,255,"hadoop,hive,data analysis,sql database,mapreduce,data science,machine learning,spark,statistical modeling,data analyst,data mining,time series,java,python ",Chandigarh,Openings: 1,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
27,People Gamut HR Solutions,Data Analyst,5 - 8 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,39,https://www.naukri.com/job-listings-Data-Scientist-Enterprise-Cloud-Security-Platform-People-Gamut-HR-Solutions-Bengaluru-Pune-5-to-8-years-101017003114?src=jobsearchDesk&sid=150824249339&xp=34,Posted 7 days ago,Data Scientist - Enterprise & Cloud Security Platform,364,"Machine Learning,Natural Language Processing,Pattern Recognition,NLP,Python,R,Data Mining,SQL,Research,Cloud Security ","Bengaluru,    Pune",,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
28,Nanoprecise Sci Corp,Data Analyst,2 - 5 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,79,https://www.naukri.com/job-listings-Data-Scientist-Signal-Processing-Engineer-Nanoprecise-Sci-Corp-Bengaluru-Electronic-City-1-2-to-5-years-101017000085?src=jobsearchDesk&sid=150824249339&xp=35,Posted 7 days ago,Data Scientist & Signal Processing Engineer,245,"Data Science,Neural Networks,Predictive Analytics,Java,Machine Learning,Data Visualization,Python,Time Series Analysis,R,Spark ","Bengaluru(Electronic City, Electronics City Phase 1)",Openings: 2,Analytics & BI,"INR  10,00,000 - 15,00,000 P.A.","10,00,000 - 15,00,000 P.A.",Please refer to the Job description above
29,Decision Minds India (P) Ltd,Other,5 - 10 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,1500+,https://www.naukri.com/job-listings-Data-Scientist-Decision-Minds-India-P-Ltd-Chennai-5-to-10-years-060617003796?src=jobsearchDesk&sid=150824249339&xp=36,Posted 5 days ago,Data Scientist,2500+,"Hive,Data Science,SQL,R,Machine Learning,Data Mining,Analytics,Statistics,SAS ",Chennai,,Other,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
30,Analytics Firm,Analytics Manager,2 - 7 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,876,https://www.naukri.com/job-listings-Opening-for-Data-Scientist-Position-Analytics-Firm-Bengaluru-2-to-7-years-041017006554?src=jobsearchDesk&sid=150824249339&xp=37,Posted 5 days ago,Opening for Data Scientist Position,2000+,"data science,big data,machine learning,Hadoop,Hive,Artificial Intelligence,SQL,Python,Java,R ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"3+ years of experience in applying machine learning, statistical pattern recognition, and data mining algorithms to prediction problems.Experience with SQL, Hive/Pig/MapReduce, SparkExperience with at-least one programming language - e.g. Java, Python, R"
31,Accenture Solutions Pvt Ltd,Head/VP/GM - Analytics & BI,5 - 10 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,Less than 10,https://www.naukri.com/job-listings-Artificial-Intelligence-Specialist-data-Scientist-associate-Principal-Accenture-Solutions-Pvt-Ltd-Bengaluru-5-to-10-years-121017002936?src=jobsearchDesk&sid=150824249339&xp=38,Posted 5 days ago,Artificial Intelligence Specialist/data Scientist/associate Principal,303,"Machine Learning,Deep Learning,Natural Language Processing,Information Retrieval,NLP,Artificial Intelligence,Computer Vision,Algorithms,Research,Computer Architecture,Dialogue Interactive speech,text mining ",Bengaluru,Openings: 24,Senior Management,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
32,Talpro,Software Developer,8 - 12 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,198,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-Talpro-Delhi-NCR-Bengaluru-8-to-12-years-241016900804?src=jobsearchDesk&sid=150824249339&xp=39,Posted 5 days ago,Data Scientist - Sas/sql/spss,1317,"SAS SQL,SPSS,C,Statistical Analysis,Statistics,Analytics,Front End ","Delhi NCR,    Bengaluru",,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
33,Talpro,Software Developer,8 - 12 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,300,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-Talpro-Delhi-NCR-Bengaluru-8-to-12-years-240816901314?src=jobsearchDesk&sid=150824249339&xp=40,Posted 5 days ago,Data Scientist - Sas/sql/spss,1362,"SAS SQL,SPSS,C,Excel Powerpoint,Statistical Analysis,Econometrics,Statistics,Web Technologies,Analytics,Front End,SAS,SQL,Databases ","Delhi NCR,    Bengaluru",,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
34,TalPro,Data Analyst,8 - 12 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,148,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-TalPro-Delhi-NCR-Bengaluru-8-to-12-years-210915901140?src=jobsearchDesk&sid=150824249339&xp=41,Posted 5 days ago,Data Scientist - Sas/sql/spss,1071,"SAS SQL,SPSS,C,Statistical Analysis,Econometrics,Statistics,Web Technologies,Analytics,Front End,Data Scientist,SAS,Product Development ","Delhi NCR,    Bengaluru",,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
35,TalPro,Data Analyst,8 - 12 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,261,https://www.naukri.com/job-listings-Data-Scientist-SAS-SQL-SPSS-TalPro-Bengaluru-Delhi-NCR-8-to-12-years-180216900301?src=jobsearchDesk&sid=150824249339&xp=42,Posted 5 days ago,Data Scientist - SAS / SQL / SPSS,1123,"SAS SQL,SPSS,Excel Powerpoint,Statistical Analysis,Econometrics,Statistics,Analytics,Business Case,Product Development,Business Consulting ","Bengaluru,    Delhi NCR",,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
36,M/S. Myriad Consuting  hiring for Hireajackal,Other,2 - 5 yrs,Analytics & Business Intelligence,Strategy  /    Management Consulting Firms,14,https://www.naukri.com/job-listings-Urgent-Requirement-for-a-Data-Scientist-M-S-Myriad-Consuting-Navi-Mumbai-2-to-5-years-131017003642?src=jobsearchDesk&sid=150824249339&xp=43,Posted 4 days ago,Urgent Requirement for a Data Scientist,136,"data scientist,senior data scientist,decision scientist,kmeans,svm,machine learning,natural language processing,ml,nlp,data modeling,data analysis,data visualization,web scrapping ",Navi Mumbai,Openings: 1,Other,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Strong experience in Machine Learning and Natural Language ProcessingIf interested, kindly mail your updated CV on kshitija.pradhan@hireajackal.com or call on 829 189 7343"
37,FloLearning Solutions Pvt. Ltd.,System Analyst,10 - 20 yrs,"IT Software - DBA   ,     Datawarehousing",IT-Software  /    Software Services,33,https://www.naukri.com/job-listings-Opportunity-for-Principal-Data-Scientist-with-Nouveau-Labs-FloLearning-Solutions-Pvt-Ltd-Bengaluru-10-to-20-years-131017003465?src=jobsearchDesk&sid=150824249339&xp=44,Posted 4 days ago,Job Opportunity for Principal Data Scientist with Nouveau Labs,234,"Deep Learning,Natural Language Processing,Neural Networks,Machine Learning,Predictive Analytics,NLP,Data Science,R,Advanced Analytics,Artificial Intelligence ",Bengaluru,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
38,FloLearning Solutions Pvt. Ltd.,Research Scientist,10 - 20 yrs,"Engineering Design   ,     R&D",IT-Software  /    Software Services,22,https://www.naukri.com/job-listings-Opportunity-for-Principal-Data-Scientist-with-Nouveau-Labs-FloLearning-Solutions-Pvt-Ltd-Bengaluru-10-to-20-years-131017003309?src=jobsearchDesk&sid=150824249339&xp=45,Posted 4 days ago,Job Opportunity for Principal Data Scientist with Nouveau Labs,222,"Deep Learning,Machine Learning,Natural Language Processing,Neural Networks,Predictive Analytics,Computer Vision,NLP,Data Science,R,Artificial Intelligence ",Bengaluru,Openings: 1,R&D,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
