,Company_Name,Design_Role,Doctorate,Experience,Functional_Area,Industry,Job_Application,Job_Link,Job_Post,Job_Title,Job_View,Key_Skills,Location,Num_Openings,PG,Role_Category,Salary,SalaryI,Skill_Experience,UG,Actual_Job_Link
10,Prokarma Softech Pvt. Ltd.,Technical Architect,,10 - 15 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,74,https://www.naukri.com/job-listings-Machine-Learning-COE-Architect-Prokarma-Softech-Pvt-Ltd-Hyderabad-Gachibowli-10-to-15-years-160917004690,Posted 10 days ago,Machine Learning - COE Architect,848,"deep learning,natural language processing,algorithms,machine learning,python,data mining,artificial intelligence,statistics ",Hyderabad(Gachibowli),,"Any Postgraduate - Any Specialization, M.Tech - Any Specialization, Computers",Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,"Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization, Computers",https://www.naukri.com/job-listings-Machine-Learning-COE-Architect-Prokarma-Softech-Pvt-Ltd-Hyderabad-Gachibowli-10-to-15-years-160917004690
11,GlobalData,Software Developer,Any Doctorate - Any Specialization,2 - 5 yrs,"IT Software - Application Programming   ,     Maintenance",KPO  /    Research  /    Analytics,123,https://www.naukri.com/job-listings-Walk-in-for-Python-Developer-Globaldata-GlobalData-Hyderabad-2-to-5-years-210917005523,Posted 15 days ago,Walk-in for Python Developer @ Globaldata,900,"python,python developer,php,pig,hive,sql,nosql,mapreduce,machine learning,ai,algorithms,restapi ",Hyderabad,Openings: 3,Any Postgraduate - Any Specialization,Programming & Design,"INR  4,00,000 - 7,00,000 P.A.","4,00,000 - 7,00,000 P.A.","3 to 5 years of experience with Python, RestAPIStrong programming skills in Java or PythonWeb applications (python/php)Experience  in SQL, NoSQL or MapReduce, PIG, HIVE Experience in processing social media content is an advantageEfficient in Data Structures , Object oriented design, Algorithms , Probability & Statistics , Optimization MethodsExperience with Machine Learning/AI ,Deep Learning tools is an advantageExcellent organizational and communication skills",Any Graduate - Any Specialization,https://www.naukri.com/job-listings-Walk-in-for-Python-Developer-Globaldata-GlobalData-Hyderabad-2-to-5-years-210917005523
12,Peopleplus Professional Services Pvt. Ltd.  hiring for Our MNC client,Research Scientist,"Ph.D - Advertising/Mass Communication, Automobile, Communication, Computers, Economics, Electronics/Telecommunication",2 - 7 yrs,"Engineering Design   ,     R&D",Semiconductors  /    Electronics,818,https://www.naukri.com/job-listings-Ph-D-Researchers-Computer-Vision-automotive-Peopleplus-Professional-Services-Pvt-Ltd-Bengaluru-2-to-7-years-070417002010,Posted 9 days ago,Ph.D Researchers- Computer Vision (automotive),2500+,"Deep Learning,Computer Vision,Algorithms,Machine Learning,Software Architecture,research contributions,research publications,interactive image,video processing,computer vision algorithms,digital image algorithms ",Bengaluru,Openings: 4,M.Tech - Any Specialization,R&D,"INR  12,00,000 - 22,00,000 P.A.","12,00,000 - 22,00,000 P.A.","Our client is l looking for people with innovative and research flavor, pref PhDs from prestigious international institutions or IITs or IISC.We are  interested in people who have done innovative work in building new algorithms and strong research contributions with well known research publications in areas like :  objective vision, machine learning, interactive image/video processing, computer vision algorithms, etc. Not interested in candidates with exp in medical/bio-medical background.Experience for PhD : 0-4 years (provided experience is in areas of interest for them) or MS Research 2-5/6 years. Interested candidates may write to jancy@peopleplusindia.com to discuss the opportunity.",B.Tech/B.E. - Any Specialization,https://www.naukri.com/job-listings-Ph-D-Researchers-Computer-Vision-automotive-Peopleplus-Professional-Services-Pvt-Ltd-Bengaluru-2-to-7-years-070417002010
13,Peopleplus Professional Services Pvt. Ltd.  hiring for MNC Client of Peopleplus in Bangalore.,Research Scientist,"Ph.D - Advertising/Mass Communication, Communication, Electronics/Telecommunication, Statistics",4 - 9 yrs,"Engineering Design   ,     R&D",Semiconductors  /    Electronics,128,https://www.naukri.com/job-listings-Ph-D-Researchers-Smart-Spaces-Ambient-Intelligence-Peopleplus-Professional-Services-Pvt-Ltd-Bengaluru-4-to-9-years-200617007868,Posted 9 days ago,Ph.D Researchers - Smart Spaces ( Ambient Intelligence),1281,"Computer Vision,Internet Technologies,Smart spaces,smart city,smart phone,smart appliances,Ambient Intelligence,Statistical Learning Theory,Reinforcement Learning,Research Scientist,Researcher,machine learning,artificial intelligence ",Bengaluru,Openings: 2,,R&D,"INR  18,00,000 - 33,00,000 P.A.","18,00,000 - 33,00,000 P.A.","Requirements:	Ph.D. from reputed Indian institutes (IISc, IITs, IIITs, etc.) or from reputed international institutes with good track record of publications in the areas of Computer Science/ Electronics and Communications Engineering/ Electrical and related branches with background in Machine Learning/Artificial Intelligence.	Ph.D. could be any of the areas of:-	Ambient Intelligence/Pervasive Computing-	Context Aware Systems-	Machine Learning/Artificial Intelligence in smart spaces	Familiarity with programming languages: Python/Java/R/	Good knowledge on any of the topics:-	Statistical Learning Theory-	Time Series Analysis -	Probabilistic Graphical Models-	Reinforcement Learning	Ability to design experiments and develop proof-of-concept implementations	Excellent verbal and written communication skills	Excellent presentation and mass communication skills	Entrepreneurial skills/experience . Interested candidates may write to jancy@peopleplusindia.com to discuss.",B.Tech/B.E. - Any Specialization,https://www.naukri.com/job-listings-Ph-D-Researchers-Smart-Spaces-Ambient-Intelligence-Peopleplus-Professional-Services-Pvt-Ltd-Bengaluru-4-to-9-years-200617007868
14,AIG Analytics & Services Private Limited,Management Information Systems(MIS)-Manager,,7 - 11 yrs,"IT Software - Application Programming   ,     Maintenance",KPO  /    Research  /    Analytics,33,https://www.naukri.com/job-listings-Senior-Science-Analyst-AIG-Analytics-Services-Private-Limited-Bengaluru-7-to-11-years-080717900578,Posted 10 days ago,Senior Science Analyst,494,"SQL,Linux,Shell scripting,Python,SAS,MATLAB,Analytics,Healthcare,Financial services,Machine learning ",Bengaluru,,M.Tech - Computers,Admin/Maintenance/Security/Datawarehousing,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"The ideal candidate needs to be familiar with the following techniques and tools,  with an expert-level experience in some:    Expertise in one or more modeling/ machine learning platforms as such as R,  SAS,  and Python   Expertise in Natural Language Processing techniques  Experience with additional programming languages such as C ,  Java,  Matlab,  Octave a plus   Classification methods (e.g.,  Neural Net,  Logistic Regression,  Decision Trees,  KNN,  SVM,  Random Forest)   Regression methods (e.g.,  Linear,  Nonlinear,  Boosted Regression Trees ) Clustering methods (e.g.,  K-means,  Fuzzy C-means,  Hierarchical Clustering,  Mixture Modelling)   Time-series Modelling/ Forecasting (e.g.,  AR,  ARMA,  GARCH,  Exponential Smoothing)   Statistical Analysis (e.g.,  Hypothesis Testing,  Experiment Design,  Hierarchical Modeling,  Bayesian Inference)   Familiarity with common computing environment (e.g. Linux,  Shell Scripting) Knowledge about Big Data related techniques (e.g.,  Map-Reduce,  Hadoop,  Hive,  NoSQL)   Advanced skills in SQLAdditional Position Requirements:    Master's Degree in a technical field with 7 years of experience.  Advanced data visualization skills  Strong and effective communication (both written and verbal) with colleagues and business leaders   Proven project management skills - ability to manage and coordinate large and complex projects across the organization.  Actuarial background a plus",B.Tech/B.E. - Computers,https://www.naukri.com/job-listings-Senior-Science-Analyst-AIG-Analytics-Services-Private-Limited-Bengaluru-7-to-11-years-080717900578
15,2Coms Consulting Pvt Ltd.,Business Analyst,Doctorate Not Required,2 - 7 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,256,https://www.naukri.com/job-listings-Very-Urgent-Opportunity-in-Kolkata-for-Manager-Analytics-2Coms-Consulting-Pvt-Ltd-Kolkata-2-to-7-years-110917007352,Posted 38 days ago,Very Urgent Opportunity in Kolkata for Manager - Analytics,796,"analytics,data analysis,predictive analytics,casual effect analytics,casual - effect analytics,predictive modeling,python,machine learning,data science,statistical analyst,statistical analysis ",Kolkata,,"MBA/PGDM - Any Specialization, M.Tech - Any Specialization, MS/M.Sc(Science) - Statistics",Analytics & BI,"INR  10,00,000 - 13,00,000 P.A.","10,00,000 - 13,00,000 P.A.",Please refer to the Job description above,"B.Tech/B.E. - Any Specialization, B.Sc - Statistics",https://www.naukri.com/job-listings-Very-Urgent-Opportunity-in-Kolkata-for-Manager-Analytics-2Coms-Consulting-Pvt-Ltd-Kolkata-2-to-7-years-110917007352
16,Premier Consultants  hiring for A Leading Pvt Sector Bank..!!!,Project Lead,Doctorate Not Required,5 - 10 yrs,"IT Software - Application Programming   ,     Maintenance",Banking  /    Financial Services  /    Broking,33,https://www.naukri.com/job-listings-Hiring-for-AVP-VP-Digital-Banking-Division-Mumbai-Premier-Consultants-Mumbai-5-to-10-years-111017006919,Posted 6 days ago,"Hiring for AVP / VP - Digital Banking Division, Mumbai..",164,"credit underwriting,digital banking,machine learning,artificial intelligence,api,lending models,credit models ",Mumbai,,Any Postgraduate - Any Specialization,Programming & Design,"INR  15,00,000 - 25,00,000 P.A.","15,00,000 - 25,00,000 P.A.",Please refer to the Job description above,Any Graduate - Any Specialization,https://www.naukri.com/job-listings-Hiring-for-AVP-VP-Digital-Banking-Division-Mumbai-Premier-Consultants-Mumbai-5-to-10-years-111017006919
17,Volantis Technologies Pvt Ltd.  hiring for Business Analyst,Business Analyst,Doctorate Not Required,6 - 11 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,728,https://www.naukri.com/job-listings-Business-Analyst-Volantis-Technologies-Pvt-Ltd-Bengaluru-Bommanahalli-6-to-11-years-091017002908,Posted 10 days ago,Business Analyst,1368,"business analyst,rquirement gathering,gap analysis,process mapping,data warehousing,business intelligence ",Bengaluru(Bommanahalli),,MBA/PGDM - Any Specialization,Analytics & BI,"INR  7,50,000 - 13,00,000 P.A.","7,50,000 - 13,00,000 P.A.",Please refer to the Job description above,,https://www.naukri.com/job-listings-Business-Analyst-Volantis-Technologies-Pvt-Ltd-Bengaluru-Bommanahalli-6-to-11-years-091017002908
18,Virtusa Consulting Services Pvt Ltd,Business Analyst,Doctorate Not Required,10 - 12 yrs,"IT Software - Network Administration   ,     Security",IT-Software  /    Software Services,34,https://www.naukri.com/job-listings-Business-Analyst-Virtusa-Consulting-Services-Pvt-Ltd-Hyderabad-10-to-12-years-020917900522,Posted 47 days ago,Business Analyst,574,"Business Analyst,Infrastructure Architect,performance testing,Windows Operating systems,Unix OS,HP Unix,AIX,Linux,networking,security,virtualization,cloud technologies ",Hyderabad,,Any Postgraduate - Any Specialization,System Design/Implementation/ERP/CRM,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"KeywordsInfrastructure Design Qualifications10+ years related work experience working with infrastructure technologies support, setup, monitoring and performance testing.A minimum of 3 years in an Infrastructure Architect role in developing infrastructure design solutions covering network, server, database, application, and reporting domains.Ability to translate disparate business strategies into comprehensive, pragmatic technology strategies and execution plans (roadmaps) to satisfy business strategy.Ability to design and deliver solutions that factor in system performance, usability, quality, cross-system interdependencies, scalability while accounting for development and maintenance costs.Broad technical expertise with the software and hardware components of modern computing environments, including a deep knowledge and understanding of information technology approaches, applications, architectures, tools, and methodologies, as well as a broad-based background in a wide variety of technology platforms.Has depth and breadth of expertise in multiple related disciplines, such as Windows Operating systems, Unix Operating Systems (HP UX, AIX, and Oracle Enterprise Linux), server, storage, network, security, virtualization, and cloud technologies.Demonstrated ability in evaluating and recommending technologies as part of an overall strategic plan, including establishing priorities, developing long-range plans, and managing strategically.Strong communication skills (written / verbal) with varied audiencesExperience modeling as-is and to-be architectures based on business requirementsResponsible for designing scalable and adaptive hardware solutions that address business needs and satisfy operational needs within the Enterprise standards.Develop proofs-of-concept and prototype architecture to help illustrate approaches to technology and business problems.Create standardized visual design diagrams of logical infrastructure, including platform, storage, and networking information.Participate in technical architecture discussions to determine the most-appropriate scalable model, taking into consideration high availability, failover, disaster recovery, and cost.Actively participate in project, support, and development initiatives designing solutions to optimally address current and future business requirements and infrastructure plans.Champion the appropriate use of technology and provide leadership in balancing technical elegance with functional requirements and practical benefits, as we implement and integrate technologies.Establish strong relationships with leadership to insure the use of technologies are well understood. Act as a conduit for questions and information flow, when those outside of IT have ideas for new technology applications.Provide coordination across technical teams to encourage application of standards and adherence to standards based methodologies.Keep current with industry technologies and trends; understand the appropriateness for the application and timing of those technologies.Qualifications4+ years of total experience with At least 8 years experience in Infrastructure Architect",Any Graduate - Any Specialization,https://www.naukri.com/job-listings-Business-Analyst-Virtusa-Consulting-Services-Pvt-Ltd-Hyderabad-10-to-12-years-020917900522
19,Virtusa Consulting Services Pvt Ltd,Analytics Manager,Doctorate Not Required,8 - 9 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Business-Analyst-Lead-Virtusa-Consulting-Services-Pvt-Ltd-Mumbai-8-to-9-years-040917900527,Posted 45 days ago,Business Analyst Lead,183,"Business Analysis,ROI,Solution Design,Product Development,Instructional Design,Business Analyst Lead,Analyst ",Mumbai,,Any Postgraduate - Any Specialization,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Qualifications8+ years of total experienceKeywordsBusiness Analyst,Any Graduate - Any Specialization,https://www.naukri.com/job-listings-Business-Analyst-Lead-Virtusa-Consulting-Services-Pvt-Ltd-Mumbai-8-to-9-years-040917900527
