,Actual_Job_Link,Company_Name,Design_Role,Doctorate,Experience,Functional_Area,Industry,Job_Application,Job_Link,Job_Post,Job_Title,Job_View,Key_Skills,Location,Num_Openings,PG,Role_Category,Salary,SalaryI,Skill_Experience,UG
163,https://www.naukri.com/job-listings-Data-Scientist-IT-Services-Firm-Premium-Mumbai-8-to-10-years-051017901500,Premium,Data Analyst,Doctorate Not Required,8 - 10 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Data-Scientist-IT-Services-Firm-Premium-Mumbai-8-to-10-years-051017901500?src=jobsearchDesk&sid=15083096954643&xp=9,Posted 12 days ago,Data Scientist - IT Services Firm,231,"Hive,Pig,NoSQL,Cassandra,Neural Networks,SQL,R,Machine Learning,Python,Data Science ",Mumbai,,"MCA - Computers, M.Tech - Any Specialization",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"BASE REQUIREMENTS : - Fulltime Bachelor and/or Master's Degree in Engineering (or MCA) with a minimum of 60% grade - The ability to work independently and in small teams, partner effectively cross-group, and manage multiple priorities and deliverables concurrently. - Strong and effective communication (both written and verbal) with colleagues, business leaders, and external stakeholders including customers JOB & REQUIREMENT The ideal candidate needs to be familiar with the following techniques and tools, with an expert-level experience in some: - Should have 3+ years of experience in Data Analytics with an overall experience of 8+ years. - Excellent applied statistics skills, such as distributions, statistical testing, regression, etc. - Excellent understanding of machine learning techniques and algorithms. - Experience with common data science toolkits, such as R, Python, MatLab etc. Excellence in at least one of these is highly desirable. - Experience with data visualisation tools such as PowerBI, Tableau etc. - Proficiency in using query languages such as SQL, Hive, Pig etc - Experience with NoSQL databases, such as MongoDB, Cassandra, HBase - Proficient at translating unstructured business problems into an abstract mathematical framework. - Great communication skills",B.Tech/B.E. - Any Specialization
164,https://www.naukri.com/job-listings-Machine-Learning-Engineer-Data-Scientist-R-python-Phenom-People-Pvt-Ltd-Hyderabad-1-to-6-years-220817901374,Phenom People Pvt Ltd,Data Analyst,Ph.D - Computers,1 - 6 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,1055,https://www.naukri.com/job-listings-Machine-Learning-Engineer-Data-Scientist-R-python-Phenom-People-Pvt-Ltd-Hyderabad-1-to-6-years-220817901374?src=jobsearchDesk&sid=15083096954643&xp=10,Posted 57 days ago,Machine Learning Engineer/ Data Scientist - R/python,3500+,"NLP,Machine Learning,Python,Data Science,R,Algorithms,Product Management,Java,Scala,Hadoop,Spark,Kafka,ML ",Hyderabad,,"M.Tech - Any Specialization, Computers, MS/M.Sc(Science) - Computers",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"What you need to know:- 2+ years of industry experience- PhD/MS/ BTech in computer science, information systems, or similar technical field- Strong mathematics, statistics, and data analytics- Solid coding and engineering skills preferably in Machine Learning (not mandatory)- Proficient in Java, Python, and Scala- Industry experience building and productionizing end-to-end systems- Knowledge of Information Extraction, NLP algorithms coupled with Deep Learning- Experience with data processing and storage frameworks like Hadoop, Spark, Kafka etc.You love this place:- Build your own ideas with a team of innovative and top caliber computer scientists, engineers and ML experts in a fun environment- Wok on solving unique and hard problem with data science and machine learning- Create world-class products, solutions and cutting edge concepts- Work in an Open Space Environment (no cube walls) .","B.Tech/B.E. - Any Specialization, Computers"
165,https://www.naukri.com/job-listings-Principal-Data-Scientist-CA-India-Technologies-Private-Limited-Hyderabad-7-to-12-years-300817001548,CA (India) Technologies Private Limited,Technical Architect,Any Doctorate - Any Specialization,7 - 12 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,177,https://www.naukri.com/job-listings-Principal-Data-Scientist-CA-India-Technologies-Private-Limited-Hyderabad-7-to-12-years-300817001548?src=jobsearchDesk&sid=15083096954643&xp=12,Posted 48 days ago,Principal Data Scientist,905,"Artificial intelligence,Data Science,Machine learning,Java,Weka,Python,R,MLLIB ",Hyderabad,Openings: 3,Any Postgraduate - Any Specialization,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,Any Graduate - Any Specialization
166,https://www.naukri.com/job-listings-Data-Scientist-Compumatrice-Multimedia-Private-Limited-Pune-Baner-2-to-5-years-290817007061,Compumatrice Multimedia Private Limited,Data Analyst,,2 - 5 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,842,https://www.naukri.com/job-listings-Data-Scientist-Compumatrice-Multimedia-Private-Limited-Pune-Baner-2-to-5-years-290817007061?src=jobsearchDesk&sid=15083096954643&xp=13,Posted 48 days ago,Data Scientist,1500+,"Data Scientist,machine learning,data mining,statistical analysis,prediction systems,data visualization,Data Science,Predictive modelling,data analysis,tableau,Apache Zeppelin,NoSQL databases,MongoDB,Cassandra,Apache Spark ",Pune(Baner),Openings: 1,"M.Tech - Computers, MCA - Computers",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,"B.Tech/B.E. - Computers, BCA - Computers"
167,https://www.naukri.com/job-listings-Data-Scientist-Machine-Learning-Programmer-Zebi-Startup-Hyderabad-3-to-5-years-280817901473,Zebi - Startup,Data Analyst,Doctorate Not Required,3 - 5 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,202,https://www.naukri.com/job-listings-Data-Scientist-Machine-Learning-Programmer-Zebi-Startup-Hyderabad-3-to-5-years-280817901473?src=jobsearchDesk&sid=15083096954643&xp=14,Posted 49 days ago,Data Scientist/ Machine Learning Programmer,783,"Java,Python,Algorithms,Machine Learning,SQL,Big Data,R,Computer Science,Problem Solving,statistics,Data Scientist ",Hyderabad,,Any Postgraduate - Any Specialization,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,"B.Tech/B.E. - Any Specialization, Computers, B.Sc - Computers, BCA - Computers"
168,https://www.naukri.com/job-listings-Data-Scientist-Crisp-Analytics-Startup-Noida-2-to-4-years-240817900338,Crisp Analytics - Startup,Data Analyst,"Ph.D - Computers, Finance, Maths, Statistics",2 - 4 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,491,https://www.naukri.com/job-listings-Data-Scientist-Crisp-Analytics-Startup-Noida-2-to-4-years-240817900338?src=jobsearchDesk&sid=15083096954643&xp=15,Posted 54 days ago,Data Scientist,1500+,"C,C++,NLP,Python,Java,Machine Learning,Data Science,Image Processing,SQL,R,Data Analyst,Redshift,Teradata,Aurora,DynamoDB,Hadoop,Spark ",Noida,,"M.A - Statistics, Maths, Economics, MS/M.Sc(Science) - Computers, Maths, Statistics, M.Tech - Any Specialization, Computers, MCA - Computers, MBA/PGDM - Finance",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,"B.A - Economics, Statistics, Maths, B.Sc - Maths, Statistics, Computers, B.Tech/B.E. - Any Specialization, Computers"
169,https://www.naukri.com/job-listings-Data-Scientist-Startup-Stylabs-Mumbai-3-to-5-years-220817900469,Startup-Stylabs,Data Analyst,"Ph.D - Computers, Maths, Statistics",3 - 5 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,48,https://www.naukri.com/job-listings-Data-Scientist-Startup-Stylabs-Mumbai-3-to-5-years-220817900469?src=jobsearchDesk&sid=15083096954643&xp=16,Posted 57 days ago,Data Scientist,537,"Machine Learning,Natural Language Processing,Python,NLP,Text Mining,Java,Hadoop,Lucene,Spark,Algorithms ",Mumbai,,"M.Tech - Computers, MS/M.Sc(Science) - Maths, Statistics",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"REQUIREMENTS A Ph.D., (or Masters degree plus at least 3 years relevant experience), in Computer Science, Statistics or Mathematics. Experience with core skill sets of Text Mining, Natural Language Processing, Entity Extraction, Relationship Extraction and Machine Learning, Information. Experience with Open source NLP libraries e.g. Corenlp, Opennlp, mallet, etc. Good Knowledge of Elastic Search/Apache Solr, Lucene will be plus Must have strong combination of programming experience in building end to end applications in Java/Python Retrieval,Recommendation, Image Vision Systems. Fluency in programming. Experience with large data sets. Strong understanding of statistics and modelling techniques. Desire to work in a highly collaborative environment. Research experience and coursework in Machine Learning. ADDITIONAL SKILLS Experience with distributed computing, such as Hadoop, Spark, or related technologies Familiarity with SQL, Scala, Python, NodeJS or Java. Experience with Mathematical optimization, Control theory and analytics.",B.Tech/B.E. - Any Specialization
170,https://www.naukri.com/job-listings-Data-Scientist-Artificial-Intelligence-machine-Learning-BidBox-Pvt-Ltd-Delhi-NCR-Gurgaon-4-to-6-years-210817901526,BidBox Pvt. Ltd,Software Developer,Doctorate Not Required,4 - 6 yrs,"IT Software - Embedded   ,     EDA   ,     VLSI   ,     ASIC   ,     Chip Design",IT-Software  /    Software Services,95,https://www.naukri.com/job-listings-Data-Scientist-Artificial-Intelligence-machine-Learning-BidBox-Pvt-Ltd-Delhi-NCR-Gurgaon-4-to-6-years-210817901526?src=jobsearchDesk&sid=15083096954643&xp=17,Posted 58 days ago,Data Scientist - Artificial Intelligence/machine Learning,1308,"Neural Networks,Data Science,Artificial Intelligence,R,Python,Machine Learning,Data Mining,Data Visualization,Simulation,Product Development,Data Scientist,Algorithm,MATLAB,Data Management,NumPy,D3.js,GGplot ","Delhi NCR,    Gurgaon",,"MBA/PGDM - Any Specialization, M.Tech - Any Specialization",Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,B.Tech/B.E. - Any Specialization
171,https://www.naukri.com/job-listings-Data-Scientist-Machine-Learning-Hiring-Story-Mumbai-1-to-6-years-190417900609,Hiring Story,Data Analyst,,1 - 6 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,916,https://www.naukri.com/job-listings-Data-Scientist-Machine-Learning-Hiring-Story-Mumbai-1-to-6-years-190417900609?src=jobsearchDesk&sid=15083096954643&xp=18,Posted 48 days ago,Data Scientist- Machine Learning,4000+,"Machine Learning,Natural Language Processing,Python,Predictive Modeling,Statistical Quality Control,Data Scientist,Mathematics,Statistics,NLP,Deep Lea ",Mumbai,,Any Postgraduate - Any Specialization,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,Any Graduate - Any Specialization
172,https://www.naukri.com/job-listings-Data-Scientist-Metacube-Software-Pvt-Ltd-Jaipur-6-to-11-years-141215004768,Metacube Software Pvt. Ltd,Software Developer,,6 - 11 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,185,https://www.naukri.com/job-listings-Data-Scientist-Metacube-Software-Pvt-Ltd-Jaipur-6-to-11-years-141215004768?src=jobsearchDesk&sid=15083096954643&xp=19,Posted 56 days ago,Data Scientist,2000+,"Machine Learning,machine learning alorithm,Data Mining,natural language processing ",Jaipur,,"M.Tech - Computers, Electronics/Telecommunication, MCA - Computers",Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Must have minimum 1+ years of experience in machine learning algorithms Have 2+ years of work experience with large volumes of data Hands-on experience with statistical tools and techniquesExpertise in Data Mining, Data wrangling, and data munging Strong hands on programming experience in H Base, Pig , Storm and Hive.Knowledge and experience in HadoopExperience with No SQL is a must, Mongo DB would be preferred.Demonstrated capability to provide meaningful and actionable insights based on data analysisGreat analytical skills, with expertise in analytical toolkit such as Logistic Regression, Cluster Analysis, Factor Analysis, Multivariate 	RegressionAbility to think creatively and work well both as part of a team and as an 	individual contributorCritical 	eye for the quality of data and strong desire to get it rightStrong communication skills","B.Tech/B.E. - Computers, Electronics/Telecommunication"
173,https://www.naukri.com/job-listings-Data-Scientist-Artificial-Intelligence-machine-Learning-Startup-ZipGo-Technologies-Pvt-Ltd-Delhi-NCR-Gurgaon-2-to-4-years-140917900157,ZipGo Technologies Pvt. Ltd,Software Developer,Doctorate Not Required,2 - 4 yrs,"IT Software - Embedded   ,     EDA   ,     VLSI   ,     ASIC   ,     Chip Design",IT-Software  /    Software Services,406,https://www.naukri.com/job-listings-Data-Scientist-Artificial-Intelligence-machine-Learning-Startup-ZipGo-Technologies-Pvt-Ltd-Delhi-NCR-Gurgaon-2-to-4-years-140917900157?src=jobsearchDesk&sid=15083096954643&xp=20,Posted 34 days ago,Data Scientist - Artificial Intelligence/machine Learning - Startup,1500+,"deep learning,machine learning,artificial intelligence,python,r,algorithms,data analysis,model validation,model development,data scientist,data management,algorithm,AI,Optimization Algorithms,designing ","Delhi NCR,    Gurgaon",,Any Postgraduate - Any Specialization,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,Any Graduate - Any Specialization
174,https://www.naukri.com/job-listings-Data-Scientist-Artificial-Intelligence-machine-Learning-Startup-ZipGo-Technologies-Pvt-Ltd-Bengaluru-2-to-5-years-140917900152,ZipGo Technologies Pvt. Ltd,Software Developer,Doctorate Not Required,2 - 5 yrs,"IT Software - Embedded   ,     EDA   ,     VLSI   ,     ASIC   ,     Chip Design",IT-Software  /    Software Services,742,https://www.naukri.com/job-listings-Data-Scientist-Artificial-Intelligence-machine-Learning-Startup-ZipGo-Technologies-Pvt-Ltd-Bengaluru-2-to-5-years-140917900152?src=jobsearchDesk&sid=15083096954643&xp=21,Posted 34 days ago,Data Scientist - Artificial Intelligence/machine Learning - Startup,1500+,"deep learning,machine learning,artificial intelligence,python,r,algorithms,data analysis,model validation,model development,data management,data scientist,Startup,Algorithm ",Bengaluru,,Any Postgraduate - Any Specialization,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,Any Graduate - Any Specialization
175,https://www.naukri.com/job-listings-Data-Scientist-hyderabad-Boston-Software-Consultants-India-Pvt-Ltd-Hyderabad-3-to-8-years-140917004426,Boston Software Consultants India Pvt. Ltd.,Software Developer,Any Doctorate - Any Specialization,3 - 8 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,527,https://www.naukri.com/job-listings-Data-Scientist-hyderabad-Boston-Software-Consultants-India-Pvt-Ltd-Hyderabad-3-to-8-years-140917004426?src=jobsearchDesk&sid=15083096954643&xp=22,Posted 34 days ago,Data Scientist-hyderabad,1288,"machine learning,python,data mining,java,data analytics,spark,hadoop,statistical analysis,Big data,Data scientist ",Hyderabad,Openings: 10,"Any Postgraduate - Any Specialization, M.Tech - Any Specialization, Computers",Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,"Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization, Computers"
176,https://www.naukri.com/job-listings-Data-Scientist-R-python-Datasemantics-Bengaluru-4-to-7-years-130917900341,Datasemantics,Data Analyst,Doctorate Not Required,4 - 7 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,490,https://www.naukri.com/job-listings-Data-Scientist-R-python-Datasemantics-Bengaluru-4-to-7-years-130917900341?src=jobsearchDesk&sid=15083096954643&xp=23,Posted 35 days ago,Data Scientist - R/python,782,"finance,financial planning,revenue planning,data analyst,Data Scientist,R,Python ",Bengaluru,,Any Postgraduate - Any Specialization,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,Any Graduate - Any Specialization
177,https://www.naukri.com/job-listings-Sr-Data-Scientist-R-Python-Machine-Learning-Datametica-Solutions-Pvt-Ltd-Pune-5-to-10-years-130917007913,Datametica Solutions Pvt. Ltd.,Data Analyst,Any Doctorate - Any Specialization,5 - 10 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,246,https://www.naukri.com/job-listings-Sr-Data-Scientist-R-Python-Machine-Learning-Datametica-Solutions-Pvt-Ltd-Pune-5-to-10-years-130917007913?src=jobsearchDesk&sid=15083096954643&xp=24,Posted 35 days ago,"Sr. Data Scientist - R, Python, Machine Learning",976,"Data Scientist,R,SAS,Python,Machine Learning ",Pune,Openings: 1,"MS/M.Sc(Science) - Any Specialization, Maths, Statistics",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,Any Graduate - Any Specialization
178,https://www.naukri.com/job-listings-Data-Scientist-Samsung-R-D-Institute-India-Bangalore-Private-Limited-Bengaluru-8-to-13-years-120917901463,Samsung R&D Institute India - Bangalore  Private Limited,Data Analyst,Ph.D,8 - 13 yrs,Analytics & Business Intelligence,Telecom/ISP,561,https://www.naukri.com/job-listings-Data-Scientist-Samsung-R-D-Institute-India-Bangalore-Private-Limited-Bengaluru-8-to-13-years-120917901463?src=jobsearchDesk&sid=15083096954643&xp=25,Posted 36 days ago,Data Scientist,1500+,"Data Scientist,Machine Learning,NLP,C++,Python,Shell scripting,MATLAB,Open GL,algorithms,programming,Big data analytics,analytics,Data Science ",Bengaluru,,Any Postgraduate - Any Specialization,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Skillset Required:Programming in C / C++ , Python & Shell scripting Usage of MATLAB, GP-GPU computing, Open GL, VULKAN, Open CVTool kits. Experience on Embedded / mobile platforms and real-time implementation of complex algorithmsEmbedded programming on DSP, Neon, Reconfigurable processor, MATLAB and FGPA programmingStrong knowledge of algorithms, math libraries (BLAS, customized BLAS, CAFFE/Tensorflow)Stock Android camera systems & rendering pipelines including GP-GPU & heterogeneous computing Years of experience needed: PhD plus 2+years of experience; NON PhD: 8-15 yearsExperience: Strong knowledge in any of the above areas",Any Graduate - Any Specialization
179,https://www.naukri.com/job-listings-Data-Scientist-R-python-Net-Solutions-Chandigarh-5-to-8-years-110917901115,Net Solutions,Software Developer,Doctorate Not Required,5 - 8 yrs,"IT Software - Embedded   ,     EDA   ,     VLSI   ,     ASIC   ,     Chip Design",IT-Software  /    Software Services,19,https://www.naukri.com/job-listings-Data-Scientist-R-python-Net-Solutions-Chandigarh-5-to-8-years-110917901115?src=jobsearchDesk&sid=15083096954643&xp=26,Posted 37 days ago,Data Scientist - R/python,518,"deep learning,machine learning,python,neural networks,data science,r,spark,Data Scientist,Data Management,cikit - learn,Pandas,ggplot,D3,KDD,Strata ",Chandigarh,,Any Postgraduate - Any Specialization,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,Any Graduate - Any Specialization
180,https://www.naukri.com/job-listings-Data-Scientist-Datacogin-Startup-Bengaluru-2-to-4-years-110917900660,Datacogin - Startup,Data Analyst,Doctorate Not Required,2 - 4 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,421,https://www.naukri.com/job-listings-Data-Scientist-Datacogin-Startup-Bengaluru-2-to-4-years-110917900660?src=jobsearchDesk&sid=15083096954643&xp=27,Posted 37 days ago,Data Scientist,1095,"machine learning,data scientist,scripting,Python,PHP,shell scripts,Artificial Intelligence,Data Mining,Hadoop ",Bengaluru,,Any Postgraduate - Any Specialization,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"QualificationsBE/ B. Tech degree in Computer Science or related quantitative field with 2-4 years of relevant experienceExperience with scripting languages such as Python, PHP and shell scriptsStrong background in one or more of Large scale Data Mining, Machine Learning, Artificial Intelligence, Pattern Recognition or Natural Language ProgrammingBackground in text understanding and health architectureExperience with Hadoop/pyspark /tensorflow/theano/scikitlearn/ is a plus.","B.Tech/B.E. - Any Specialization, Computers"
181,https://www.naukri.com/job-listings-Machine-Learning-Engineer-data-Scientist-R-python-Phenom-People-Pvt-Ltd-Hyderabad-1-to-6-years-110917900167,Phenom People Pvt Ltd,Data Analyst,Ph.D - Computers,1 - 6 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,854,https://www.naukri.com/job-listings-Machine-Learning-Engineer-data-Scientist-R-python-Phenom-People-Pvt-Ltd-Hyderabad-1-to-6-years-110917900167?src=jobsearchDesk&sid=15083096954643&xp=28,Posted 37 days ago,Machine Learning Engineer/data Scientist - R/python,2500+,"Deep Learning,NLP,Data Science,Relationship Marketing,Java,Machine Learning,Python,R,Spark,Hadoop,Data Analyst ",Hyderabad,,"MS/M.Sc(Science) - Computers, MCA - Computers, M.Tech - Any Specialization, Computers",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,"B.Tech/B.E. - Any Specialization, Computers"
182,https://www.naukri.com/job-listings-Senior-Data-Scientist-SigTuple-Startup-Bengaluru-3-to-5-years-070917900952,SigTuple- Startup,Data Analyst,Ph.D - Computers,3 - 5 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,31,https://www.naukri.com/job-listings-Senior-Data-Scientist-SigTuple-Startup-Bengaluru-3-to-5-years-070917900952?src=jobsearchDesk&sid=15083096954643&xp=30,Posted 41 days ago,Senior Data Scientist,428,"Data Scientist,C,C++,Python,Java,R,Matlab,machine learning,algorithms,image processing,Computer Scientist ",Bengaluru,,"M.Tech - Computers, MCA - Computers, MS/M.Sc(Science) - Computers",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"What we are looking for:	Hands on experience along with a strong understanding of foundational algorithms in either machine learning, computer vision or deep learning. Prior experience of applying these techniques on images and videos would be good-to-have.	Hands on experience in building and implementing advanced statistical analysis and machine learning and data mining algorithms.	Programming experience in C, C++, Python, Java, R or MatlabWhat should you have:	3 - 5 years of relevant experience in solving problems using machine learning or computer vision	Bachelor degree or Master degree or PhD in computer science or related fields.	Be an innovative and creative thinker, somebody who is not afraid to try something new and inspire others to do so.	Thrive in a fast-paced and fun environment.	Work with a bunch of data scientist geeks and disruptors striving for a big cause.What SigTuple can offer:	You will be working with an incredible team of smart & supportive people, driven by a common force to change things for the better. 	With an opportunity to deliver high-calibre mobile and desktop solutions integrated with hardware that will transform healthcare ground up, there will ultimately be different challenges for you to face. 	Sufficient to say that if you thrive in these environments, the buzz alone will keep you energized.","B.Tech/B.E. - Computers, B.Sc - Computers, BCA - Computers"
183,https://www.naukri.com/job-listings-Data-Scientist-Big-Data-Innoplexus-Consulting-Services-Pune-2-to-6-years-070917900704,Innoplexus Consulting Services,Data Analyst,Doctorate Not Required,2 - 6 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,611,https://www.naukri.com/job-listings-Data-Scientist-Big-Data-Innoplexus-Consulting-Services-Pune-2-to-6-years-070917900704?src=jobsearchDesk&sid=15083096954643&xp=31,Posted 41 days ago,Data Scientist - Big Data,1349,"big data,data integration,data architecture,report generation,hdfs,hive,cassandra,hbase,java,python,scala,map reduce,Data Scientist ",Pune,,Any Postgraduate - Any Specialization,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Required Experience :1. 8-12 years of relevant experience2. Apache Hadoop or Hortonworks Data platform3. Hands-on experience in Java, Python or ScalaMust haves (at least 4 of these) : HDFS, Hive, Cassandra, HBase :- Map reduce- Apache Spark- Apache Mahout- Apache Strom- Apache Oozie/Falcon- Pig- NoSQL databases such as MongoDB- GraphDB such as Neo4J, rexter, Apache Giraph- Elastic search- Amazon AWS- Parallel programming- High-Performance ComputingDesired Skills and Expertise :- Entrepreneurial experience (starting a company, worked for a start-up, running innovation teams within companies) strongly preferred.- Experience with machine learning & text analytics would be a plus- Display a natural instinct for innovation and pragmatic 'out-of-the-box' thinking.- Have a strong analytics background, typically in mathematics and the application of statistics- Computer science programming expertise is desirable to analyze the data and provide intelligence that leads to a better model and product.- Ability to apply advanced analytical techniques and tools to solve business problems that have a real impact to customers.- Strong communication skills are required to convey complex analytical results to business sponsors of programs.- Leadership qualities and past experience of leading a team.",Any Graduate - Any Specialization
184,https://www.naukri.com/job-listings-Python-Data-Scientist-Banking-retail-Domain-Iit-iim-isi-dse-HuQuo-Delhi-NCR-1-to-5-years-070917900294,HuQuo,Data Analyst,Doctorate Not Required,1 - 5 yrs,Analytics & Business Intelligence,Banking  /    Financial Services  /    Broking,104,https://www.naukri.com/job-listings-Python-Data-Scientist-Banking-retail-Domain-Iit-iim-isi-dse-HuQuo-Delhi-NCR-1-to-5-years-070917900294?src=jobsearchDesk&sid=15083096954643&xp=32,Posted 41 days ago,Python Data Scientist - Banking/retail Domain - Iit/iim/isi/dse,563,"r,text mining,python,analytics,sas,data structures,python data scientist ",Delhi NCR,Openings: 10,MBA/PGDM - Any Specialization,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,B.Tech/B.E. - Any Specialization
185,https://www.naukri.com/job-listings-Data-Scientist-ISI-IIT-BHU-Sagacito-Technologies-Delhi-Nehru-Place-2-to-7-years-060917901186,Sagacito Technologies,Data Analyst,Doctorate Not Required,2 - 7 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,146,https://www.naukri.com/job-listings-Data-Scientist-ISI-IIT-BHU-Sagacito-Technologies-Delhi-Nehru-Place-2-to-7-years-060917901186?src=jobsearchDesk&sid=15083096954643&xp=33,Posted 41 days ago,"Data Scientist - ISI, IIT, BHU",588,"Hadoop,Hive,Spark,Pig,HBase,R,Natural Language Processing,Data Science,SQL,SAS,Data Scientist ",Delhi(Nehru Place),,M.Tech - Computers,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Qualification	-B.Tech/M.Tech in Computer Science (ISI, IIT, BHU)",B.Tech/B.E. - Computers
186,https://www.naukri.com/job-listings-DATA-Scientist-Startup-KyePot-Mumbai-2-to-7-years-060917901081,Startup - KyePot,Data Analyst,"Ph.D - Maths, Statistics",2 - 7 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,257,https://www.naukri.com/job-listings-DATA-Scientist-Startup-KyePot-Mumbai-2-to-7-years-060917901081?src=jobsearchDesk&sid=15083096954643&xp=34,Posted 41 days ago,DATA Scientist,765,"Data Science,Python,Machine Learning,Algorithms,Hadoop,Java,NoSQL,SQL,R,Predictive Analytics,Perl ",Mumbai,,"MS/M.Sc(Science) - Any Specialization, Maths, Statistics",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,Any Graduate - Any Specialization
187,https://www.naukri.com/job-listings-Data-Scientist-Statistical-Analysis-Text-Mining-Data-Mining-JBB-Innovators-Pune-3-to-8-years-060917900227,JBB Innovators,Data Analyst,Doctorate Not Required,3 - 8 yrs,Analytics & Business Intelligence,Accounting  /    Finance,603,https://www.naukri.com/job-listings-Data-Scientist-Statistical-Analysis-Text-Mining-Data-Mining-JBB-Innovators-Pune-3-to-8-years-060917900227?src=jobsearchDesk&sid=15083096954643&xp=35,Posted 41 days ago,Data Scientist - Statistical Analysis / Text Mining/ Data Mining,1335,"Data Scientist,Statistical Analysis,Text Mining,Data Mining,Machine Learning,R,Python,Matlab,Visualization,SQL ",Pune,,Any Postgraduate - Any Specialization,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Requirements :- Exp. Range -3-8 years of work experience in the area(s) of advance statistical analysis/modeling/data mining/Machine Learning- Proficiency required in one or more of analytical tools such as R, Python, Matlab.- Experience in at least two of the areas- Statistical modeling (Regression, Classification, Time-series forecasting) /Machine Learning /Text Mining /Optimization /Visualization- Knowledge on Machine Learning Techniques and R, SQL, would be added advantage- Knowledge of statistical tools and techniques, especially those relating to data mining- Demonstrated ability to work with large data sets- 2-4 years of work experience in the area of Supply Chain Analytics/ service event/ incidents analyticsSkills- Ability to move data around, from a database or an API, through a transformation or to a model and into human-readable form (ROC curve, Excel chart, map, d3 visualization, Tableau, etc.)- Experience with Python, R,SQL, Matlab.- Ability to take action, experiment and turn losses into wins by moving forward- Big, undefined problems and petabytes challenge you.",Any Graduate - Any Specialization
188,https://www.naukri.com/job-listings-Data-Scientist-Statistical-Analysis-Text-Mining-Data-Mining-JBB-Innovators-Pune-3-to-6-years-050917900264,JBB Innovators,Data Analyst,Doctorate Not Required,3 - 6 yrs,Analytics & Business Intelligence,Accounting  /    Finance,622,https://www.naukri.com/job-listings-Data-Scientist-Statistical-Analysis-Text-Mining-Data-Mining-JBB-Innovators-Pune-3-to-6-years-050917900264?src=jobsearchDesk&sid=15083096954643&xp=36,Posted 42 days ago,Data Scientist - Statistical Analysis/ Text Mining/ Data Mining,1084,"Text Mining,Machine Learning,R,Python,Statistical Modeling,SQL,Data Mining,Analytics,Excel,Data Extraction,Data Scientist ",Pune,,Any Postgraduate,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,Any Graduate - Any Specialization
